well,last_tvt_grid_ledger,typewell_tvt_min,typewell_tvt_max,grid_min,grid_max,grid_size,grid_span_ft,grid_low_source,grid_high_source,init_rate,rate_span,rate_step,true_rate_abs_p95,true_rate_abs_max,true_rate_outside_fraction,raw_md_step_min,raw_md_step_median,raw_md_step_max,raw_md_step_below_one_fraction,raw_md_step_nonpositive_fraction,rate_lower_edge_lost_mass_mean,rate_lower_edge_lost_mass_max,rate_upper_edge_lost_mass_mean,rate_upper_edge_lost_mass_max
85380836,11195.13,10567.95,11366.45,11095.13,11295.330000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.00999999999839929,0.1,0.005,0.050000000001091394,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
8612b37f,11880.09,11233.4,12051.84,11780.09,11980.290000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.07999999999992724,0.11999999999992725,0.005999999999996362,0.06999999999970896,0.10000000000218279,0.0,1.0,1.0,1.0,0.0,0.0,0.0355555555556229,0.035555555555622904,0.0355555555556229,0.035555555555622904
861e71df,11389.73,10483.44,11537.41,11289.73,11489.930000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.050000000001091394,0.06999999999970896,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
86454a6f,12177.94,12044.95,12366.95,12077.94,12278.140000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.049999999999272404,0.1,0.005,0.05999999999949068,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
8648abae,12013.11,11083.2,12156.95,11913.11,12113.310000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.06999999999970896,0.6900000000005093,0.000942507068803016,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
865033f8,11194.25,10402.320000000002,11350.94,11094.25,11294.450000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.049999999999272404,0.06999999999970896,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
87695469,10096.98,9255.05,10236.85,9996.98,10197.180000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.07000000000243745,0.7300000000013824,0.001142367556761388,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
877ed19c,11365.28,10566.42,11537.41,11265.28,11465.480000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.05999999999949068,0.1,0.005,0.05999999999949068,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
87aa3730,11212.68,10611.95,11366.45,11112.68,11312.880000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.06999999999970896,0.21000000000094587,0.0012484394506866417,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
884ecb5f,11173.91,10624.45,11366.45,11073.91,11274.110000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000000218279,0.1,0.005,0.05999999999949068,0.42000000000007276,0.000148720999405116,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
8902c3f6,10766.36,10191.15,10881.6,10666.36,10866.560000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.050000000001091394,0.16000000000167347,0.002016535591853196,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
896d15b9,11945.53,11463.320000000002,12066.820000000002,11845.53,12045.730000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.00999999999839929,0.1,0.005,0.06999999999970896,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
8995c945,10986.86,10262.45,11122.45,10886.86,11087.060000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.05999999999949068,0.1,0.005,0.13999999999941792,2.359999999996944,0.08596073765615705,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
89969c7a,10906.21,10002.85,11021.27,10806.21,11006.410000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.06000000000312866,3.290000000000873,0.0004042854255104103,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
89f1085d,12813.12,12429.070000000002,12991.53,12713.12,12913.320000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06999999999970896,0.10999999999970897,0.005499999999985449,0.06999999999970896,0.09999999999854481,0.0,1.0,1.0,1.0,0.0,0.0,0.046115702479688665,0.04611570247968867,0.046115702479688665,0.04611570247968867
89f36adf,12229.33,11434.59,12325.65,12129.33,12329.530000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.030000000002473826,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
89fdb2f2,11951.4,11405.2,12156.95,11851.4,12051.600000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999997016857,0.1,0.005,0.039999999999054126,0.050000000001091394,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
8a3da6d1,12003.01,11177.7,12156.95,11903.01,12103.210000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.06999999999970896,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
8a89da23,11196.6,10550.45,11366.45,11096.6,11296.800000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.040000000000873115,0.08999999999832653,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
8a9c8932,11281.12,10760.95,11372.45,11181.12,11381.320000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.06999999999970896,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
8ac2f237,11360.27,10808.83,11537.41,11260.27,11460.470000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000002255547,0.1,0.005,0.040000000000873115,0.15999999999985448,0.00018800526414739614,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
8b12bab6,11856.72,10977.9,12051.84,11756.72,11956.920000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
8b5be31b,10842.45,10001.97,10963.71,10742.45,10942.650000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.06999999999970896,4.370000000002619,0.0008815232722143865,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
8b95d6d1,10775.76,10259.65,10881.6,10675.76,10875.960000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.05999999999949068,0.09000000000014552,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
8b9d8326,12247.12,11553.45,12366.95,12147.12,12347.320000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.050000000001091394,0.12999999999919964,0.00016225864027259452,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
8bb9c1e6,11185.25,10397.95,11366.45,11085.25,11285.450000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.05999999999949068,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
8bda1a11,10968.740000000002,10391.63,11110.62,10868.740000000002,11068.94000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.049999999999272404,0.06000000000130967,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
8bfa881d,12181.81,11420.45,12366.95,12081.81,12282.010000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.050000000001091394,0.07000000000334694,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
8c167025,10764.61,10054.17,10881.6,10664.61,10864.810000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.049999999999272404,0.1,0.005,0.050000000001091394,0.09999999999854481,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
8c8348e8,12446.69,11819.58,12652.570000000002,12346.69,12546.890000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000000218279,0.1,0.005,0.039999999999054126,0.06000000000130967,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
8cc21f01,11753.97,10908.45,11871.45,11653.97,11854.170000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000002037268,0.1,0.005,0.07000000000152795,0.10999999999876309,0.009149357072205737,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
8cc800b3,10910.320000000002,10284.83,11021.27,10810.320000000002,11010.52000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.049999999997453415,0.1,0.005,0.07999999999810825,0.10000000000218279,0.002281021897810219,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
8d5d46d7,11208.18,10564.45,11366.45,11108.18,11308.380000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.05999999999949068,0.819999999999709,0.0008688097306689834,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
8d92cb49,11423.96,10968.45,11591.95,11323.96,11524.160000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.0,0.1,0.005,0.06000000000130967,0.10999999999876309,0.003900808024519365,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
8f201368,11169.490000000002,10416.45,11366.45,11069.490000000002,11269.69000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-1.8189894035458565e-12,0.1,0.005,0.05999999999949068,0.1500000000014552,0.0029925972594109307,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
90386ee4,11183.43,10655.95,11366.45,11083.43,11283.630000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.049999999999272404,7.010000000000218,0.00026041666666666666,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
91abc4c7,10965.71,10060.19,11077.56,10865.71,11065.910000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.050000000001091394,0.0900000000037835,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
91b301ce,11011.78,10386.37,11145.28,10911.78,11111.980000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.06999999999970896,3.609999999998763,0.00015220700152207003,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
91db7070,12029.18,11397.45,12156.95,11929.18,12129.380000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.06999999999970896,1.000000000001819,0.00024551927326295114,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
925a7cd1,12096.4,11286.45,12366.95,11996.4,12196.600000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.06000000000130967,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
9283ae69,10981.86,10201.44,11145.28,10881.86,11082.060000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.06999999999970896,3.030000000000655,0.0011865915158706616,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
9298ad5b,11147.6,10392.05,11311.5,11047.6,11247.800000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.05999999999949068,3.499999999998181,0.0002522704339051463,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
9314ff13,11995.94,11374.45,12202.95,11895.94,12096.140000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.13999999999941792,3.8300000000017462,0.055676855895196505,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
93209a3d,11871.78,11280.4,12051.84,11771.78,11971.980000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.07999999999992724,2.149999999999636,0.00702576112412178,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
939d9c34,11860.97,10852.4,12051.84,11760.97,11961.170000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.06000000000130967,0.21999999999934516,0.013526759458929621,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
93f5d2e6,11037.89,10502.85,11145.28,10937.89,11138.090000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.07000000000152795,0.3100000000013097,0.014901110810078569,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
940a48d9,10918.16,10078.34,11021.27,10818.16,11018.360000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.019999999998617568,0.1,0.005,0.059999999997671694,2.429999999998472,0.0012616704516780217,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
940e709a,11031.33,10334.89,11145.28,10931.33,11131.530000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.0,0.1,0.005,0.06000000000130967,1.3699999999989814,0.004181600955794504,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9426ec1e,12018.85,11534.95,12156.95,11918.85,12119.050000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.05000000000291038,0.7999999999992724,0.0007898894154818325,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
94467f50,10764.77,9701.18,10881.6,10664.77,10864.970000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.05999999999949068,8.180000000000291,0.0006589785831960461,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
944f36b9,10850.3,10343.59,10956.570000000002,10750.3,10950.500000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.049999999997453415,0.1,0.005,0.06000000000130967,0.7099999999991269,0.00021598272138228941,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
94d813a4,12740.53,11910.45,12873.45,12640.53,12840.730000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.06000000000130967,6.579999999999927,0.00020631318341242006,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
95b559e7,11940.93,11167.95,12181.95,11840.93,12041.130000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000002255547,0.1,0.005,0.049999999999272404,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
95c8427f,11218.09,10388.820000000002,11350.94,11118.09,11318.290000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.040000000002692104,0.3100000000013097,0.00015785319652722967,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
96936c22,12087.070000000002,11374.95,12366.95,11987.070000000002,12187.27000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.05999999999949068,0.11000000000240107,0.018230723251643755,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
96ae5806,12120.820000000002,11326.95,12279.45,12020.820000000002,12221.02000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.05999999999949068,2.6299999999991996,0.0007114544160991971,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
96b7eea1,11126.92,10307.55,11311.5,11026.92,11227.120000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06999999999970896,0.10999999999970897,0.005499999999985449,0.07000000000152795,0.10000000000218279,0.0,1.0,1.0,1.0,0.0,0.0,0.046115702479688665,0.04611570247968867,0.046115702479688665,0.04611570247968867
9719aa04,10958.39,10145.45,11122.45,10858.39,11058.590000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.06000000000130967,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
974802e7,10092.6,9441.65,10236.85,9992.6,10192.800000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06000000000130967,0.10000000000130968,0.005000000000065484,0.08999999999832653,0.12000000000261934,0.014205031661817559,1.0,1.0,1.0,0.0,0.0,0.05999999999790449,0.05999999999790449,0.05999999999790449,0.05999999999790449
97cd5bf9,10823.5,10076.47,10963.71,10723.5,10923.700000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.06000000000130967,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
98177ced,12663.64,11690.88,12976.83,12563.64,12763.840000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.06999999999788997,0.1400000000012369,0.005238893545683152,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
9896fc0b,10977.98,10370.87,11145.28,10877.98,11078.180000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.0,0.1,0.005,0.10000000000218279,0.1500000000014552,0.10959666203059805,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
98bc6f66,10947.31,10203.13,11110.62,10847.31,11047.510000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.040000000000873115,0.06000000000130967,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
992c99e8,11389.55,10549.92,11537.41,11289.55,11489.750000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.049999999999272404,0.07000000000334694,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
992ce078,11989.02,11172.95,12202.95,11889.02,12089.220000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.019999999998617568,0.1,0.005,0.06000000000130967,0.07000000000334694,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
99529c45,11155.73,10358.45,11187.45,11055.73,11227.580000000178,492,171.85000000017862,last_tvt_minus_100,typewell_max_plus_40,0.010000000000218279,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
995ff498,11214.69,10557.95,11366.45,11114.69,11314.890000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.05999999999949068,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
999daf80,11143.92,10453.81,11350.94,11043.92,11244.120000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.049999999999272404,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9a6b0392,10626.66,9998.1,10956.570000000002,10526.66,10726.860000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.050000000001091394,1.0499999999992724,0.0004700352526439483,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
9a8ae0d6,11951.2,11343.45,12156.95,11851.2,12051.400000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-1.8189894035458565e-12,0.1,0.005,0.050000000001091394,0.1000000000003638,0.00015888147442008263,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9a95e33f,11500.37,10600.95,11651.45,11400.37,11600.570000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.06999999999970896,2.0100000000002183,0.005118659841786877,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
9ab94eeb,10983.39,10130.96,11145.28,10883.39,11083.590000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.05999999999949068,0.07999999999810825,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
9ad5410a,11901.570000000002,11418.89,12051.84,11801.570000000002,12001.77000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.06999999999970896,4.799999999999272,0.009036860879904875,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9ae248be,12761.03,12336.45,12981.95,12661.03,12861.230000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.07999999999992724,0.2600000000002183,0.011572756592676911,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
9af1ffd0,10813.69,9974.97,10963.71,10713.69,10913.890000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.050000000001091394,0.06000000000312866,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9b5b61c1,11132.91,10348.05,11311.5,11032.91,11233.110000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.049999999999272404,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
9b9e3b49,11913.23,11076.4,12051.84,11813.23,12013.430000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.06999999999970896,1.639999999999418,0.007033997655334115,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
9bd2bba3,12524.19,11694.45,12748.95,12424.19,12624.390000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.050000000001091394,0.21000000000276486,0.0037639467670385804,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9c211c53,10075.14,9449.55,10236.85,9975.14,10175.340000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.05999999999949068,1.0900000000001455,0.004955264969029594,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9c350a6a,11396.990000000002,10577.42,11594.55,11296.990000000002,11497.19000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.05999999999949068,0.1500000000014552,0.008592200925313946,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9c8375f7,11200.64,10325.35,11350.94,11100.64,11300.840000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.019999999998617568,0.1,0.005,0.030000000000654836,0.040000000002692104,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
9d072e4c,12011.820000000002,11451.95,12156.95,11911.820000000002,12112.02000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.050000000001091394,2.0200000000004366,0.002937145094967691,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
9d3ec64c,10811.14,10076.97,10963.71,10711.14,10911.340000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.06999999999788997,2.400000000001455,0.0011494252873563218,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9d4272e3,12500.21,11750.95,12748.95,12400.21,12600.410000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.1000000000003638,0.13000000000101863,0.05732009925558312,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
9d5e14d4,10964.66,10224.11,11077.56,10864.66,11064.860000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.050000000001091394,0.13999999999941792,0.0077777777777777776,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9da441ba,11349.27,10890.81,11537.41,11249.27,11449.470000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.07000000000152795,0.11000000000152796,0.005500000000076398,0.06000000000130967,2.0200000000022555,0.0012104444060176379,1.0,1.0,1.0,0.0,0.0,0.046115702477502074,0.046115702477502074,0.046115702477502074,0.046115702477502074
9dede370,12201.56,11351.95,12418.45,12101.56,12301.760000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.07000000000152795,0.13000000000283762,0.014927743369858663,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
9def2eb2,11437.97,10713.45,11591.95,11337.97,11538.170000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.05999999999949068,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
