split,well_id,typewell_hash,exact_typewell_group,exact_typewell_group_size,shared_typewell,n_xy_points,x_start,y_start,x_end,y_end,x_midpoint,y_midpoint,x_mean,y_mean,x_min,x_max,y_min,y_max,horizontal_well_path,typewell_path
train,884ecb5f,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,8054,2906668.53,1037473.28,2911748.16,1031785.36,2909074.89,1034787.94,2909091.422391359,1034786.1116066572,2906668.49,2911748.16,1031785.36,1037477.02,data/raw/train/884ecb5f__horizontal_well.csv,
train,8902c3f6,native_overlap_1_cluster_0017,native_overlap_1_cluster_0017,19,True,6533,2944354.53,1068912.11,2948410.92,1064212.52,2946294.45,1066697.27,2946297.3326128814,1066683.337576914,2944354.53,2948410.92,1064212.52,1068912.11,data/raw/train/8902c3f6__horizontal_well.csv,
train,896d15b9,native_overlap_1_cluster_0050,native_overlap_1_cluster_0050,1,False,5698,2914994.54,1019750.66,2910845.31,1016146.78,2912993.25,1018008.03,2912989.0648473194,1018001.9194945559,2910845.31,2914994.54,1016146.78,1019750.66,data/raw/train/896d15b9__horizontal_well.csv,
train,8995c945,native_overlap_1_cluster_0009,native_overlap_1_cluster_0009,28,True,8198,3008769.24,1135030.04,3003243.56,1140413.42,3006233.85,1137628.42,3006202.724466936,1137618.6523127565,3003243.56,3008769.6,1135030.04,1140413.42,data/raw/train/8995c945__horizontal_well.csv,
train,89969c7a,native_overlap_1_cluster_0008,native_overlap_1_cluster_0008,28,True,6317,2995589.6,1121493.57,2993854.73,1126975.56,2994787.57,1123965.03,2994792.2210432184,1123997.1109339898,2993854.73,2995594.69,1121493.57,1126975.56,data/raw/train/89969c7a__horizontal_well.csv,
train,89f1085d,native_overlap_1_cluster_0040,native_overlap_1_cluster_0040,2,True,7497,3003665.61,1063250.79,2999227.05,1069075.39,3001501.73,1066101.98,3001505.12830198,1066111.4913965655,2999227.05,3003665.61,1063250.79,1069075.39,data/raw/train/89f1085d__horizontal_well.csv,
train,89f36adf,native_overlap_1_cluster_0013,native_overlap_1_cluster_0013,22,True,7041,3025475.87,1121682.71,3025274.34,1115161.87,3025374.96,1118675.4,3025385.5570302587,1118652.9526828504,3025274.34,3025475.87,1115161.87,1121683.25,data/raw/train/89f36adf__horizontal_well.csv,
train,89fdb2f2,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,3570,3011950.72,1110561.29,3011786.85,1107301.8,3011882.2,1109081.39,3011875.329708688,1109063.1290364168,3011786.85,3011950.72,1107301.8,1110561.29,data/raw/train/89fdb2f2__horizontal_well.csv,
train,8a3da6d1,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,6334,3007778.88,1104753.33,3007719.41,1110505.68,3007825.41,1107347.14,3007778.7580802,1107375.3020066316,3007719.12,3007826.92,1104751.75,1110505.68,data/raw/train/8a3da6d1__horizontal_well.csv,
train,8a89da23,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,5575,2910246.93,1040782.71,2913749.47,1036945.0,2911872.82,1039000.6,2911890.475750669,1038993.3928968614,2910246.93,2913749.47,1036945.0,1040782.71,data/raw/train/8a89da23__horizontal_well.csv,
train,8a9c8932,native_overlap_1_cluster_0030,native_overlap_1_cluster_0030,8,True,6344,2902061.81,1025981.51,2898030.1,1030539.42,2900092.13,1028134.19,2900089.5521327197,1028145.2950204931,2898030.1,2902061.81,1025981.51,1030539.42,data/raw/train/8a9c8932__horizontal_well.csv,
train,8ac2f237,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,6775,3008754.33,1116485.16,3008808.47,1122920.8,3008766.22,1119536.61,3008770.511895209,1119547.5339793398,3008748.9,3008808.47,1116484.72,1122920.8,data/raw/train/8ac2f237__horizontal_well.csv,
train,8b12bab6,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,6980,3000728.65,1095339.97,2998462.33,1101320.32,2999694.94,1098061.11,2999684.706879657,1098086.1614498557,2998462.33,3000728.65,1095339.97,1101320.32,data/raw/train/8b12bab6__horizontal_well.csv,
train,8b5be31b,native_overlap_1_cluster_0024,native_overlap_1_cluster_0024,13,True,7439,2954469.21,1083957.88,2949993.37,1089128.24,2952420.74,1086319.95,2952406.813185915,1086342.5751579518,2949993.37,2954469.21,1083957.88,1089128.24,data/raw/train/8b5be31b__horizontal_well.csv,
train,8b95d6d1,native_overlap_1_cluster_0017,native_overlap_1_cluster_0017,19,True,2783,2945499.17,1069891.92,2947174.08,1068034.67,2946233.49,1069057.79,2946251.667563781,1069044.7641681577,2945499.17,2947174.08,1068034.67,1069891.92,data/raw/train/8b95d6d1__horizontal_well.csv,
train,8b9d8326,native_overlap_1_cluster_0003,native_overlap_1_cluster_0003,41,True,7832,2999508.46,1078262.65,3003929.84,1072321.45,3001595.08,1075457.75,3001613.9538432015,1075454.3888278827,2999507.23,3003929.84,1072321.45,1078262.65,data/raw/train/8b9d8326__horizontal_well.csv,
train,8bb9c1e6,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,6382,2906762.86,1031663.8,2902952.02,1036138.46,2905013.83,1033709.44,2905008.326007517,1033733.560701972,2902952.02,2906762.93,1031662.33,1036138.46,data/raw/train/8bb9c1e6__horizontal_well.csv,
train,8bda1a11,native_overlap_1_cluster_0006,native_overlap_1_cluster_0006,31,True,7438,2886927.71,1023108.87,2891779.01,1017895.92,2889241.36,1020606.95,2889251.8872869113,1020604.3011898309,2886927.71,2891779.01,1017895.92,1023108.87,data/raw/train/8bda1a11__horizontal_well.csv,
train,8bfa881d,native_overlap_1_cluster_0003,native_overlap_1_cluster_0003,41,True,5843,3013530.08,1094011.79,3011690.42,1099040.43,3012690.86,1096297.75,3012691.30262879,1096323.5669484849,3011690.42,3013530.08,1094011.34,1099040.43,data/raw/train/8bfa881d__horizontal_well.csv,
train,8c167025,native_overlap_1_cluster_0017,native_overlap_1_cluster_0017,19,True,7113,2941142.83,1064409.76,2945482.99,1059430.14,2943149.47,1062107.86,2943157.881923241,1062088.851642063,2941140.47,2945482.99,1059430.14,1064412.07,data/raw/train/8c167025__horizontal_well.csv,
train,8c8348e8,native_overlap_1_cluster_0026,native_overlap_1_cluster_0026,13,True,5581,3024935.29,1100072.33,3025497.73,1094918.42,3025194.65,1097689.71,3025208.263158939,1097672.8318079202,3024933.0,3025497.73,1094918.42,1100073.85,data/raw/train/8c8348e8__horizontal_well.csv,
train,8cc21f01,native_overlap_1_cluster_0022,native_overlap_1_cluster_0022,14,True,5806,2965428.0,1065314.22,2967990.55,1060907.59,2966263.25,1063235.62,2966397.53650362,1063263.4217206356,2965427.54,2967990.55,1060907.59,1065314.22,data/raw/train/8cc21f01__horizontal_well.csv,
train,8cc800b3,native_overlap_1_cluster_0008,native_overlap_1_cluster_0008,28,True,8091,2989321.72,1112967.68,2992582.45,1105970.89,2990901.48,1109641.77,2990890.6461413885,1109625.2174799151,2989321.27,2992582.45,1105970.89,1112967.68,data/raw/train/8cc800b3__horizontal_well.csv,
train,8d5d46d7,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7282,2907615.17,1032470.66,2903087.45,1037622.64,2905412.29,1034828.13,2905418.1162592703,1034853.0353254656,2903087.45,2907615.19,1032470.66,1037622.64,data/raw/train/8d5d46d7__horizontal_well.csv,
train,8d92cb49,native_overlap_1_cluster_0015,native_overlap_1_cluster_0015,20,True,4839,2990521.22,1089552.76,2988534.3,1093715.1,2989577.82,1091538.97,2989571.009617687,1091545.8495226298,2988534.3,2990521.22,1089552.76,1093715.1,data/raw/train/8d92cb49__horizontal_well.csv,
train,8f201368,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,8151,2908282.12,1037378.5,2903330.79,1043188.2,2905981.34,1040098.0,2905967.072902713,1040110.312452461,2903330.79,2908282.12,1037378.5,1043188.2,data/raw/train/8f201368__horizontal_well.csv,
train,90386ee4,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,5304,2905005.24,1028477.03,2908167.08,1024640.38,2906433.32,1026636.73,2906441.0706504537,1026625.153446453,2905005.2,2908167.08,1024640.38,1028477.05,data/raw/train/90386ee4__horizontal_well.csv,
train,91abc4c7,native_overlap_1_cluster_0027,native_overlap_1_cluster_0027,11,True,7787,2900536.62,1025532.93,2895759.2,1031019.01,2898285.65,1028062.52,2898276.248069853,1028080.7380544501,2895759.2,2900536.62,1025532.93,1031019.01,data/raw/train/91abc4c7__horizontal_well.csv,
train,91b301ce,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,8512,2922099.46,1053535.45,2916891.18,1059524.73,2919695.51,1056335.18,2919668.660502812,1056340.306469693,2916891.18,2922099.47,1053535.45,1059524.73,data/raw/train/91b301ce__horizontal_well.csv,
train,91db7070,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,5646,3013113.24,1099593.4,3015153.97,1094751.29,3014052.32,1097343.18,3014057.518912501,1097327.633413037,3013113.24,3015153.97,1094751.29,1099593.43,data/raw/train/91db7070__horizontal_well.csv,
train,925a7cd1,native_overlap_1_cluster_0003,native_overlap_1_cluster_0003,41,True,6501,3003404.4,1089977.65,2999865.54,1094778.04,3001802.41,1092172.38,3001779.9590217024,1092186.8839640054,2999865.54,3003410.07,1089977.65,1094778.04,data/raw/train/925a7cd1__horizontal_well.csv,
train,9283ae69,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,5118,2927625.29,1060443.47,2924224.47,1063529.48,2926121.67,1061820.23,2926091.0112192277,1061832.126039463,2924224.47,2927625.29,1060443.47,1063529.48,data/raw/train/9283ae69__horizontal_well.csv,
train,9298ad5b,native_overlap_1_cluster_0020,native_overlap_1_cluster_0020,15,True,5807,2978126.43,1092692.37,2974929.07,1096971.52,2976650.6,1094638.92,2976654.4001945877,1094669.8220630316,2974929.07,2978126.76,1092692.37,1096971.52,data/raw/train/9298ad5b__horizontal_well.csv,
train,9314ff13,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,4494,2912700.93,1017340.12,2909527.73,1019769.25,2911312.58,1018415.25,2911283.0375545127,1018427.1317667976,2909527.73,2912700.93,1017340.12,1019769.25,data/raw/train/9314ff13__horizontal_well.csv,
train,93209a3d,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,6300,3005637.06,1104268.51,3003235.27,1109703.9,3004375.69,1106777.67,3004412.32930474,1106807.1920571455,3003235.27,3005637.08,1104268.51,1109703.9,data/raw/train/93209a3d__horizontal_well.csv,
train,939d9c34,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,6627,2994135.38,1099966.22,2991896.07,1105482.62,2993148.88,1102422.78,2993130.5241662967,1102458.3525577188,2991896.07,2994140.59,1099966.22,1105482.62,data/raw/train/939d9c34__horizontal_well.csv,
train,93f5d2e6,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,5171,2928211.63,1055179.12,2931370.91,1051490.92,2929695.57,1053457.83,2929696.8592380662,1053440.7698704326,2928211.63,2931370.91,1051490.92,1055179.12,data/raw/train/93f5d2e6__horizontal_well.csv,
train,940a48d9,native_overlap_1_cluster_0008,native_overlap_1_cluster_0008,28,True,5627,2991209.76,1120038.72,2991489.95,1115006.53,2991343.66,1117812.3,2991345.2748445007,1117778.4118713306,2991209.76,2991489.95,1115006.53,1120039.2,data/raw/train/940a48d9__horizontal_well.csv,
train,940e709a,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,4989,2927388.45,1060206.65,2923864.41,1063145.71,2925754.79,1061528.41,2925748.888909597,1061554.3936901207,2923864.41,2927388.45,1060205.52,1063145.71,data/raw/train/940e709a__horizontal_well.csv,
train,9426ec1e,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,3923,3012610.93,1108788.89,3012870.83,1105131.39,3012750.18,1107086.65,3012741.8624521964,1107072.956854448,3012610.93,3012870.83,1105131.39,1108788.89,data/raw/train/9426ec1e__horizontal_well.csv,
train,94467f50,native_overlap_1_cluster_0017,native_overlap_1_cluster_0017,19,True,5116,2939340.52,1064793.68,2936354.06,1068061.9,2938052.45,1066164.06,2938039.0848514494,1066220.6187099293,2936354.06,2939341.47,1064793.57,1068061.9,data/raw/train/94467f50__horizontal_well.csv,
train,944f36b9,native_overlap_1_cluster_0023,native_overlap_1_cluster_0023,13,True,6035,2998625.6,1127700.18,3000575.79,1122296.72,2999568.59,1125136.28,2999572.852573315,1125127.7596155761,2998625.46,3000575.79,1122296.72,1127700.18,data/raw/train/944f36b9__horizontal_well.csv,
train,94d813a4,native_overlap_1_cluster_0025,native_overlap_1_cluster_0025,13,True,6591,3022165.43,1081657.97,3018892.24,1086773.67,3020677.4,1084009.34,3020657.133733884,1084022.782131693,3018892.24,3022165.67,1081657.88,1086773.67,data/raw/train/94d813a4__horizontal_well.csv,
train,95b559e7,native_overlap_1_cluster_0016,native_overlap_1_cluster_0016,19,True,4638,3023615.78,1121227.2,3023618.11,1117086.9,3023620.73,1119403.87,3023623.0691354093,1119372.581763685,3023611.68,3023632.03,1117086.9,1121230.67,data/raw/train/95b559e7__horizontal_well.csv,
train,95c8427f,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,8051,2914922.43,1038222.06,2910102.0,1043994.32,2912687.06,1040916.1,2912684.3594919876,1040940.3381319091,2910102.0,2914922.43,1038222.06,1043994.32,data/raw/train/95c8427f__horizontal_well.csv,
train,96936c22,native_overlap_1_cluster_0003,native_overlap_1_cluster_0003,41,True,4997,3008515.19,1087246.91,3005340.56,1090434.03,3007111.84,1088674.57,3007090.6429277644,1088692.6904842942,3005340.56,3008515.61,1087246.91,1090434.03,data/raw/train/96936c22__horizontal_well.csv,
train,96ae5806,native_overlap_1_cluster_0028,native_overlap_1_cluster_0028,11,True,11527,2991749.47,1072329.33,2995735.73,1062127.36,2993615.77,1067477.32,2993632.6136158374,1067467.7874416595,2991745.18,2995735.73,1062127.36,1072333.67,data/raw/train/96ae5806__horizontal_well.csv,
train,96b7eea1,native_overlap_1_cluster_0020,native_overlap_1_cluster_0020,15,True,6078,2986891.51,1108148.94,2983767.58,1112742.22,2985486.54,1110243.33,2985472.794656149,1110264.1093715038,2983767.58,2986891.51,1108148.94,1112742.22,data/raw/train/96b7eea1__horizontal_well.csv,
train,9719aa04,native_overlap_1_cluster_0009,native_overlap_1_cluster_0009,28,True,6665,3007148.63,1129409.16,3005703.76,1135310.41,3006490.07,1132077.72,3006487.5698349606,1132106.1296474084,3005703.76,3007149.24,1129409.16,1135310.41,data/raw/train/9719aa04__horizontal_well.csv,
train,974802e7,native_overlap_1_cluster_0031,native_overlap_1_cluster_0031,8,True,7537,2871902.38,1046477.04,2867162.7,1051867.62,2869667.33,1049058.74,2869651.3046981543,1049061.5096205394,2867162.7,2871902.38,1046477.04,1051867.62,data/raw/train/974802e7__horizontal_well.csv,
train,97cd5bf9,native_overlap_1_cluster_0024,native_overlap_1_cluster_0024,13,True,5099,2957539.34,1086282.26,2954546.08,1089798.58,2956180.71,1087846.1,2956169.2389723477,1087870.3264228306,2954546.08,2957539.34,1086281.93,1089798.58,data/raw/train/97cd5bf9__horizontal_well.csv,
train,98177ced,native_overlap_1_cluster_0035,native_overlap_1_cluster_0035,7,True,6789,3034005.5,1095632.68,3038450.86,1091349.05,3035998.18,1093691.78,3036030.2062100465,1093675.289294443,3034005.34,3038450.86,1091349.05,1095632.68,data/raw/train/98177ced__horizontal_well.csv,
train,9896fc0b,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,5109,2929035.86,1055799.35,2932138.66,1052194.22,2930481.69,1054130.86,2930492.3212429183,1054117.9041123495,2929035.86,2932138.66,1052194.22,1055799.35,data/raw/train/9896fc0b__horizontal_well.csv,
train,98bc6f66,native_overlap_1_cluster_0006,native_overlap_1_cluster_0006,31,True,7720,2883662.75,1019879.9,2878901.07,1025347.22,2881432.92,1022442.27,2881421.809071239,1022452.7189261607,2878901.07,2883665.37,1019878.92,1025347.22,data/raw/train/98bc6f66__horizontal_well.csv,
train,992c99e8,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,6740,3006331.09,1116403.61,3006490.24,1122600.25,3006408.71,1119235.92,3006417.356261142,1119259.6171839826,3006328.15,3006490.34,1116403.61,1122600.25,data/raw/train/992c99e8__horizontal_well.csv,
train,992ce078,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,4661,2912221.37,1016940.02,2908581.46,1018865.79,2910637.29,1017775.68,2910605.7478309344,1017791.2500193077,2908581.46,2912225.58,1016938.21,1018865.79,data/raw/train/992ce078__horizontal_well.csv,
train,99529c45,native_overlap_1_cluster_0051,native_overlap_1_cluster_0051,1,False,7591,2898356.66,1023115.63,2893691.7,1028442.23,2896225.49,1025623.27,2896202.3534382912,1025629.7063061487,2893691.7,2898356.66,1023115.21,1028442.23,data/raw/train/99529c45__horizontal_well.csv,
train,995ff498,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,6127,2906802.09,1034335.89,2903034.23,1038722.28,2905015.37,1036389.19,2905014.270225236,1036408.0277117658,2903034.23,2906802.09,1034335.89,1038722.28,data/raw/train/995ff498__horizontal_well.csv,
train,999daf80,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,5439,2917692.62,1045034.95,2914583.97,1048848.61,2916365.64,1046798.07,2916338.19791505,1046812.1015223382,2914583.97,2917692.62,1045034.95,1048848.61,data/raw/train/999daf80__horizontal_well.csv,
train,9a6b0392,native_overlap_1_cluster_0023,native_overlap_1_cluster_0023,13,True,5802,2997231.78,1127555.4,2999044.31,1122430.26,2998090.75,1125166.4,2998088.224034814,1125149.0488590146,2997231.52,2999044.31,1122430.26,1127555.4,data/raw/train/9a6b0392__horizontal_well.csv,
train,9a8ae0d6,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,7835,3010565.05,1098341.73,3007235.75,1104966.96,3008962.57,1101454.61,3008978.9562654872,1101478.1716860265,3007235.75,3010565.05,1098341.73,1104966.96,data/raw/train/9a8ae0d6__horizontal_well.csv,
train,9a95e33f,native_overlap_1_cluster_0033,native_overlap_1_cluster_0033,8,True,8156,2887036.85,1007434.37,2888902.3,1014744.16,2887926.91,1010796.12,2887909.763467372,1010823.5422805288,2887033.13,2888902.3,1007434.37,1014744.16,data/raw/train/9a95e33f__horizontal_well.csv,
train,9ab94eeb,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,6372,2923030.99,1049444.3,2919155.46,1053755.86,2921283.37,1051391.92,2921264.726308848,1051416.3976302578,2919155.46,2923030.99,1049444.3,1053755.86,data/raw/train/9ab94eeb__horizontal_well.csv,
train,9ad5410a,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,5749,3004110.0,1104171.82,3002094.53,1109316.33,3003134.89,1106645.12,3003147.4910940994,1106657.996479385,3002094.53,3004110.0,1104171.82,1109316.33,data/raw/train/9ad5410a__horizontal_well.csv,
train,9ae248be,native_overlap_1_cluster_0018,native_overlap_1_cluster_0018,17,True,6655,2949817.63,1014924.58,2946783.3,1020662.05,2948328.01,1017722.7,2948322.609714492,1017724.8187392937,2946783.3,2949817.63,1014924.58,1020662.05,data/raw/train/9ae248be__horizontal_well.csv,
train,9af1ffd0,native_overlap_1_cluster_0024,native_overlap_1_cluster_0024,13,True,5454,2952800.95,1081859.12,2949661.06,1085640.11,2951389.31,1083540.7,2951385.3176677623,1083576.4256839051,2949661.06,2952800.95,1081859.12,1085640.11,data/raw/train/9af1ffd0__horizontal_well.csv,
train,9b5b61c1,native_overlap_1_cluster_0020,native_overlap_1_cluster_0020,15,True,7215,2971476.4,1095891.26,2975890.57,1090960.18,2973524.91,1093676.66,2973537.515423433,1093649.6529854494,2971473.81,2975890.57,1090960.18,1095891.26,data/raw/train/9b5b61c1__horizontal_well.csv,
train,9b9e3b49,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,6875,3008427.3,1110267.23,3008720.85,1116560.94,3008549.13,1113134.71,3008543.648199266,1113161.0099636307,3008422.72,3008720.85,1110262.27,1116560.94,data/raw/train/9b9e3b49__horizontal_well.csv,
train,9bd2bba3,native_overlap_1_cluster_0010,native_overlap_1_cluster_0010,27,True,9092,3009604.71,1074407.48,3005988.57,1082230.5,3007892.21,1078108.51,3007898.869835003,1078127.9197261324,3005988.57,3009604.71,1074407.48,1082230.5,data/raw/train/9bd2bba3__horizontal_well.csv,
train,9c211c53,native_overlap_1_cluster_0031,native_overlap_1_cluster_0031,8,True,8842,2871154.11,1045835.71,2865593.84,1052174.14,2868515.91,1048868.29,2868496.4759149486,1048865.5620934188,2865593.84,2871154.16,1045835.71,1052174.14,data/raw/train/9c211c53__horizontal_well.csv,
train,9c350a6a,native_overlap_1_cluster_0012,native_overlap_1_cluster_0012,25,True,7794,2996418.57,1101564.18,2999106.41,1094811.19,2997654.97,1098423.41,2997667.9058493734,1098407.9394380278,2996418.2,2999106.41,1094811.19,1101565.03,data/raw/train/9c350a6a__horizontal_well.csv,
train,9c8375f7,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,5432,2917657.8,1039851.47,2914516.33,1043608.55,2916256.48,1041526.59,2916242.9333781265,1041555.2293225337,2914516.33,2917657.8,1039851.47,1043608.55,data/raw/train/9c8375f7__horizontal_well.csv,
train,9d072e4c,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,6798,3000251.43,1102569.96,3002200.37,1096335.01,3001145.89,1099559.82,3001178.285085331,1099557.9776022339,3000251.43,3002200.37,1096335.01,1102569.96,data/raw/train/9d072e4c__horizontal_well.csv,
train,9d3ec64c,native_overlap_1_cluster_0024,native_overlap_1_cluster_0024,13,True,4937,2952594.62,1082006.45,2955552.29,1078597.7,2953935.47,1080455.22,2953951.63181892,1080435.7863013975,2952594.62,2955552.29,1078597.7,1082006.45,data/raw/train/9d3ec64c__horizontal_well.csv,
train,9d4272e3,native_overlap_1_cluster_0010,native_overlap_1_cluster_0010,27,True,5771,3000519.2,1069655.77,2997412.7,1073963.69,2999099.03,1071635.39,2999082.1489395285,1071646.8117743921,2997412.7,3000519.73,1069655.77,1073963.69,data/raw/train/9d4272e3__horizontal_well.csv,
train,9d5e14d4,native_overlap_1_cluster_0027,native_overlap_1_cluster_0027,11,True,6565,2891350.46,1028169.26,2886976.51,1032457.5,2889297.24,1030145.53,2889307.2025392163,1030180.3148179742,2886976.51,2891350.46,1028168.48,1032457.5,data/raw/train/9d5e14d4__horizontal_well.csv,
train,9da441ba,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,7283,2997544.22,1115424.96,2999649.11,1108693.34,2998578.91,1112165.59,2998560.363921462,1112151.7878374292,2997544.22,2999649.11,1108693.34,1115424.96,data/raw/train/9da441ba__horizontal_well.csv,
train,9dede370,native_overlap_1_cluster_0037,native_overlap_1_cluster_0037,6,True,8057,2980911.84,1052002.7,2980474.29,1059471.43,2980659.21,1055453.28,2980680.780381032,1055477.3999367016,2980474.29,2980914.81,1052002.7,1059471.43,data/raw/train/9dede370__horizontal_well.csv,
train,9def2eb2,native_overlap_1_cluster_0015,native_overlap_1_cluster_0015,20,True,7750,2983626.77,1085793.37,2986371.1,1079092.11,2984862.43,1082650.95,2984880.009776766,1082638.6455729043,2983626.77,2986371.1,1079092.11,1085793.45,data/raw/train/9def2eb2__horizontal_well.csv,
train,9df1b1f9,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,6444,3015970.64,1104927.23,3013241.09,1110183.03,3014763.3,1107352.39,3014735.867596233,1107364.1334528232,3013241.09,3015975.85,1104926.97,1110183.03,data/raw/train/9df1b1f9__horizontal_well.csv,
train,9dfff011,native_overlap_1_cluster_0012,native_overlap_1_cluster_0012,25,True,6067,2986551.03,1090829.64,2984935.86,1096069.11,2985618.87,1093120.55,2985722.8323339396,1093182.692581174,2984935.86,2986551.64,1090829.64,1096069.11,data/raw/train/9dfff011__horizontal_well.csv,
train,9e3e364d,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,5809,3012924.15,1116138.85,3013112.99,1110631.6,3013075.45,1113530.0,3013045.113935273,1113517.7747150909,3012922.93,3013121.1,1110631.6,1116138.85,data/raw/train/9e3e364d__horizontal_well.csv,
train,9efc812e,native_overlap_1_cluster_0019,native_overlap_1_cluster_0019,16,True,6100,2940614.21,1059284.22,2944602.33,1055013.42,2942493.4,1057210.48,2942510.7571950825,1057213.3308131162,2940614.21,2944602.33,1055013.42,1059284.22,data/raw/train/9efc812e__horizontal_well.csv,
train,9f0c7bae,native_overlap_1_cluster_0018,native_overlap_1_cluster_0018,17,True,4040,2949990.2,1015029.5,2950053.1,1011155.85,2950014.11,1013171.32,2950013.7898292057,1013164.6827004878,2949986.98,2950053.1,1011155.85,1015029.5,data/raw/train/9f0c7bae__horizontal_well.csv,
train,9ffce529,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,6675,2926218.52,1018614.01,2922528.52,1023904.17,2924415.54,1021158.38,2924424.9985692855,1021175.8119250945,2922528.52,2926218.52,1018614.01,1023904.17,data/raw/train/9ffce529__horizontal_well.csv,
train,a0383629,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7687,2893157.02,1036334.23,2897833.53,1030817.05,2895365.18,1033758.0,2895369.8746572156,1033740.7080772729,2893157.02,2897833.53,1030817.05,1036334.23,data/raw/train/a0383629__horizontal_well.csv,
train,a056d01e,native_overlap_1_cluster_0022,native_overlap_1_cluster_0022,14,True,8292,2970962.29,1070006.57,2975644.04,1063793.18,2973158.67,1067104.09,2973179.3330197744,1067098.3659394635,2970960.08,2975644.04,1063793.18,1070006.76,data/raw/train/a056d01e__horizontal_well.csv,
train,a08d9e63,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,5199,2927546.19,1054595.14,2930711.34,1050939.2,2929002.86,1052891.99,2929022.540765522,1052885.7313579547,2927546.19,2930711.34,1050939.2,1054595.14,data/raw/train/a08d9e63__horizontal_well.csv,
train,a0b83014,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,6873,3007914.8,1123205.58,3007760.73,1116941.65,3007880.28,1120373.15,3007840.900629996,1120342.4936694251,3007760.73,3007914.8,1116941.65,1123205.94,data/raw/train/a0b83014__horizontal_well.csv,
train,a0e92ed6,native_overlap_1_cluster_0016,native_overlap_1_cluster_0016,19,True,6446,3011066.01,1115488.31,3010981.17,1121759.06,3011040.38,1118541.77,3011032.9553164677,1118545.5682640302,3010972.15,3011071.61,1115488.31,1121759.06,data/raw/train/a0e92ed6__horizontal_well.csv,
train,a15bc102,native_overlap_1_cluster_0021,native_overlap_1_cluster_0021,15,True,5124,2962043.56,1084233.31,2959071.56,1087692.23,2960734.3,1085747.54,2960712.3164031953,1085776.1737841563,2959071.56,2962044.33,1084233.31,1087692.23,data/raw/train/a15bc102__horizontal_well.csv,
train,a247e7cf,native_overlap_1_cluster_0006,native_overlap_1_cluster_0006,31,True,7237,2887484.07,1023287.05,2892140.12,1018247.93,2889680.4,1020896.34,2889693.053259644,1020891.9052825765,2887482.33,2892140.12,1018247.93,1023287.19,data/raw/train/a247e7cf__horizontal_well.csv,
train,a2e8e7f6,native_overlap_1_cluster_0017,native_overlap_1_cluster_0017,19,True,5812,2945499.17,1069891.92,2949098.47,1065696.72,2947231.14,1067919.12,2947228.1705006873,1067903.4303922895,2945499.17,2949098.47,1065696.72,1069891.92,data/raw/train/a2e8e7f6__horizontal_well.csv,
train,a3518960,native_overlap_1_cluster_0013,native_overlap_1_cluster_0013,22,True,6992,3024034.15,1108541.62,3024087.87,1114870.3,3024084.28,1111378.41,3024068.045492002,1111414.9894407867,3024034.15,3024091.31,1108541.62,1114870.3,data/raw/train/a3518960__horizontal_well.csv,
