well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y
1550491d,861e71df,1072.5873067492928,1072.607260184611,177.56448218157428,176.810779957666,179.99920154770902,12543.0,16526.0,1097,5753,3005676.93,1111622.11,3006747.02,1111548.96,5765.992040204361,5762.5805064224905,1366,5928,1584,6283,3005612.32,1110679.76,3005938.83,1116436.5,3007309.18,1116754.23,3006738.67,1111019.96
647f2a41,ed6436d6,1073.055538590672,1073.1086544241539,158.81102486684446,158.2277904412186,160.1163675011804,16889.0,16224.0,5765,5026,3001023.16,1090755.42,3000234.83,1090027.42,5239.632405665217,4396.668303181442,1955,5835,2082,5026,2997581.22,1094613.13,3001070.46,1090704.3,3001779.24,1085910.93,3000234.83,1090027.42
0be01c24,3df4b19e,1077.2859817615486,1077.3880048060705,174.61849684492418,174.86076624965912,179.70699069462287,11636.0,11369.0,842,519,3007107.07,1116387.71,3006040.34,1116538.15,5904.570095044939,6174.827059748288,1647,6384,1670,6657,3007171.27,1116757.71,3006483.95,1110893.28,3006021.62,1116433.42,3006162.05,1122606.65
12203f2a,fa31da94,1079.0444619664693,1079.0887910178,156.2893036409315,155.88492901928535,175.63466077906307,11364.0,12731.0,240,1603,3014905.47,1114047.44,3014050.69,1113388.89,4450.589122678129,6087.7539746612,1730,4990,1654,6680,3014909.2,1114047.67,3013788.78,1118354.92,3013417.13,1114189.0,3017189.49,1109410.92
2ab29395,ed6436d6,1081.0867706622328,1081.11005628479,175.3609035542808,175.2913795734059,176.19883424488762,14950.0,13004.0,3324,1806,3000355.26,1086634.95,3001366.97,1087015.99,3187.5868745023695,4396.668303181442,1473,3324,2082,5026,2998997.85,1089519.07,3000355.26,1086634.95,3001779.24,1085910.93,3000234.83,1090027.42
a0383629,fb3848a1,1081.5919674718295,1081.6049578750624,179.6632861304742,179.76634456878685,178.82043004450927,17962.0,16768.0,7686,6381,2897833.53,1030817.05,2896996.33,1030132.26,7232.497558416262,7285.115310254045,1855,7686,1940,7858,2893157.02,1036334.23,2897833.53,1030817.05,2900771.07,1025715.54,2896027.96,1031245.08
96936c22,aaeffccb,1082.7300296010444,1082.7630614313678,174.4435560149708,174.5269908650027,179.77138805041145,12185.0,15863.0,698,4519,3008371.98,1087410.22,3009191.09,1088118.29,4498.445234889495,3947.0629541596827,1651,4996,1874,4585,3008515.19,1087246.91,3005340.56,1090434.03,3006733.14,1091121.92,3009234.79,1088068.88
16e4a047,5cb483ac,1084.6896310466875,1084.7369850800635,154.6972617200355,153.77088728931486,156.091067761571,16942.0,16775.0,5586,5205,3010894.43,1104741.01,3011891.49,1105168.12,5192.773781727733,4919.6822491395105,1553,5683,1354,5205,3012880.98,1100048.37,3010854.87,1104829.56,3012092.11,1110083.71,3011891.49,1105168.12
4f69febf,fa16d114,1085.2054280182476,1085.2321352134693,179.68085673723064,179.61592237120632,173.71115952413103,10093.0,10669.0,265,0,2888822.39,1024909.07,2888205.32,1024016.38,6866.527260413126,6819.321763379618,2139,7598,1242,6927,2888828.01,1024912.59,2883996.43,1029791.63,2888205.32,1024016.38,2892976.62,1019144.23
0be01c24,c908edd0,1085.491639488408,1085.55356869207,173.58872783778344,173.666791012059,169.04951385788152,11001.0,11579.0,207,534,3007171.91,1116759.53,3008257.28,1116743.28,5904.570095044939,6448.813408721009,1647,6384,1458,6750,3007171.27,1116757.71,3006483.95,1110893.28,3008260.02,1116493.85,3008290.79,1122942.59
7acda2df,833af382,1091.337969695932,1091.3605507348764,177.41817081166937,179.45347008706372,179.96114978109446,12567.0,13643.0,1917,3152,2916445.44,1042317.42,2915623.73,1041599.22,4229.725757469197,4852.259605688892,1461,4551,1749,5376,2915565.12,1043659.96,2918148.07,1040310.49,2917311.73,1039576.98,2914178.54,1043282.05
06df5958,d84b621b,1091.4891731941937,1091.5235277354564,178.54133657062732,178.91529857706155,176.18353737517324,11201.0,10777.0,429,213,2903731.89,1026968.76,2904530.95,1027712.3,4707.550069123003,5212.810809659228,1530,5038,1752,5745,2903605.04,1027075.94,2906775.06,1023595.71,2904535.56,1027708.05,2901124.54,1031649.92
12203f2a,a645da9a,1092.389496195899,1092.389496195899,154.243306269712,153.71914674595004,99.52225501877369,11124.0,11443.0,0,199,3014909.2,1114047.67,3016000.03,1113989.32,4450.589122678129,6257.537059139442,1730,4990,1613,6765,3014909.2,1114047.67,3013788.78,1118354.92,3016002.51,1113987.16,3020052.95,1109217.39
bf39bc20,dd7d638e,1092.4588062715097,1092.5354037283748,178.18273490945305,179.46927258338815,139.80745178485157,10457.0,11663.0,0,1162,2912731.02,1041687.95,2913392.37,1042557.48,4528.747450697674,5463.2151552451005,1744,5046,1745,6045,2912731.02,1041687.95,2915607.41,1038189.96,2913821.38,1042149.74,2910219.4,1046257.35
653612bc,a3518960,1093.6918833473728,1093.6918833473728,178.69246693531784,178.5367406583353,174.70167165809713,17624.0,18418.0,5945,6991,3024954.93,1115536.91,3024087.87,1114870.3,5730.298324214879,6328.907992758245,1341,5945,2025,6991,3025134.31,1121264.4,3024954.93,1115536.91,3024034.15,1108541.62,3024087.87,1114870.3
b4d8dd4f,b4f37e6e,1094.6586134499482,1094.6674565822066,178.0918442413656,178.7949114154694,177.40941480228327,10246.0,10613.0,0,33,2916716.93,1045301.47,2916185.13,1044344.67,5354.515239328611,4156.215573391354,1650,5908,1507,4498,2916716.93,1045301.47,2913152.84,1049297.48,2916184.23,1044345.05,2918845.89,1041152.92
c9e980e8,da940160,1095.2341414054456,1095.2630939638877,177.86099714679816,177.32811590752462,109.49403633041162,10746.0,11543.0,0,766,3008125.42,1116617.17,3007030.36,1116636.7,5620.777824936577,6238.927720377919,1903,6261,1660,6791,3008125.42,1116617.17,3007767.65,1111007.79,3006996.2,1116392.68,3007160.65,1122629.44
ccedb12b,ee0300f7,1096.3930450346345,1096.3930450346345,165.59713385293426,165.4457297059395,163.24493239857182,18444.0,17985.0,6426,6160,3019931.54,1087038.56,3018837.38,1087108.5,5867.389359783565,5666.056213646287,2026,6426,1617,6160,3023310.27,1082241.64,3019931.54,1087038.56,3016829.37,1092406.81,3018837.38,1087108.5
884ecb5f,8f201368,1097.8144180143638,1097.958165778552,178.67273817444956,179.2319454858165,179.9035179218297,11819.0,11134.0,1265,747,2907278.6,1036877.88,2908122.7,1037579.8,7625.947473154013,7633.366417177954,1330,8053,1802,8150,2906668.53,1037473.28,2911748.16,1031785.36,2908282.12,1037378.5,2903330.79,1043188.2
14a53cb3,3690a146,1097.9790082237628,1097.9819511269368,177.99902250646429,178.18338625896524,178.18259527821309,10975.0,16086.0,548,5760,2914058.67,1037175.44,2913248.84,1036434.0,8217.624452729367,5182.706604786658,1861,8779,1688,5760,2914117.55,1037110.65,2908789.74,1043367.15,2909752.96,1040260.13,2913248.84,1036434.0
1d78281a,9ae248be,1100.8872099356854,1100.9183692262914,165.09397856298696,165.32480455112142,179.5377523133894,12200.0,13596.0,261,1133,2948384.86,1015270.31,2949355.63,1015789.5,6178.834921188686,6490.433001718874,1861,6809,1384,6654,2948383.54,1015267.62,2949769.97,1009246.34,2949817.63,1014924.58,2946783.3,1020662.05
5def1ce5,f6824bb0,1104.0156769266544,1104.0912763446518,179.11746779859868,179.89166740253626,179.7733019038918,11431.0,10917.0,821,590,2906524.39,1036684.85,2907286.21,1037483.9,7589.48777884925,6232.54521951511,1554,7996,1849,6863,2906205.48,1036973.65,2911263.45,1031315.27,2907356.58,1037428.49,2903275.0,1042138.62
347242c8,d5df0ff5,1104.0836256827417,1104.1037598432242,176.01227188159277,174.2786047282299,167.42817141686203,12058.0,17166.0,1146,5489,3014317.57,1118962.65,3015348.91,1119356.78,4855.129153225515,5302.8745904555635,1842,5436,1458,5489,3014077.15,1119483.85,3015982.19,1115018.08,3017763.8,1114635.68,3015348.91,1119356.78
cc8a1d57,dc5fbe29,1104.131842308448,1104.2556017517302,179.7622739385707,179.79658904228535,179.96345225358937,18137.0,13680.0,6409,2382,2922616.97,1020957.5,2923504.61,1021614.16,7908.240487605363,6107.858915078126,1683,8320,1352,6554,2926099.08,1016073.17,2921491.65,1022500.6,2922389.41,1023201.15,2925927.29,1018222.26
0bbf5e67,10a1281a,1104.415428948861,1104.4222499117964,179.620708313826,179.81273454207806,179.0697079078762,16250.0,17046.0,6030,6449,2901254.56,1032191.64,2900447.15,1031438.1,5464.016026275957,6874.020940970427,1733,6030,1744,7352,2897725.21,1036362.87,2901254.56,1032191.64,2904336.64,1026905.39,2899861.89,1032123.51
d60430e6,eb640a35,1107.306142175666,1107.3979019755486,174.8218438592529,177.54404982973628,175.47930927625902,14708.0,14144.0,4175,4011,2992715.7,1117793.96,2993721.64,1118256.79,3748.1438830972916,7306.408691169848,1665,4175,1745,7781,2993713.9,1114181.18,2992715.7,1117793.96,2992523.81,1121590.61,2995097.31,1114752.43
861e71df,8a3da6d1,1107.4000478600617,1107.4000478600617,173.7259412338386,172.45803021927105,176.80943876348488,17056.0,17521.0,6283,6333,3006738.67,1111019.96,3007719.41,1110505.68,5762.5805064224905,5752.657403617772,1584,6283,1741,6333,3007309.18,1116754.23,3006738.67,1111019.96,3007778.88,1104753.33,3007719.41,1110505.68
1e30dedf,944f36b9,1109.393285764885,1109.3967076299668,152.41974260150093,152.08776494236167,141.12606931018735,10325.0,10452.0,0,32,2997516.11,1127688.92,2998625.46,1127698.72,5368.016315027349,5744.616698066058,1403,5473,1405,6034,2997516.11,1127688.92,2993563.11,1131320.64,2998625.6,1127700.18,3000575.79,1122296.72
08fecf00,2e29e833,1110.029999999795,1110.0544041172036,175.42471632058627,175.34139553947955,177.56827262211795,18558.0,16437.0,7404,4839,3022185.74,1112483.96,3023295.77,1112483.96,6794.673309622744,6780.857058639501,1831,7404,1826,7253,3021658.93,1119258.18,3022185.74,1112483.96,3023285.38,1108114.97,3023300.59,1114895.81
5fb1c15f,9896fc0b,1110.7610753440906,1110.7692340897188,176.43660683430764,176.0100199794816,143.22353331399236,10245.0,10896.0,0,426,2929972.36,1056429.02,2929138.99,1055694.66,4408.854118577633,4756.503984745793,1997,4856,1514,5108,2929972.36,1056429.02,2926894.21,1059585.44,2929035.86,1055799.35,2932138.66,1052194.22
084d66f9,4b462989,1111.5687314780705,1111.5791959192154,179.41625635264916,179.41223146982117,145.7356034650806,11096.0,10352.0,871,0,2929791.32,1056437.42,2928846.44,1055851.94,5049.714428014704,4328.779266178966,1747,5631,1632,4737,2929605.81,1056686.42,2932964.64,1052915.76,2928846.44,1055851.94,2925934.36,1059054.77
ab18d3fc,c47e0767,1113.32097873904,1113.3611821866941,174.32571537535068,174.25915410781042,179.8090116408524,12110.0,12258.0,534,697,3008752.13,1092029.43,3009659.37,1092674.72,6829.180451635495,5601.452700621489,1643,7336,1743,6098,3008680.38,1092105.39,3013143.27,1086936.22,3009797.46,1092491.27,3006574.04,1097072.3
6ea22614,84633df4,1114.4375817875903,1114.4525569981083,175.94822726132236,176.10799580367558,32.98538970370344,10650.0,10064.0,697,0,2991644.76,1121142.0,2992666.1,1121587.91,7229.0973027064065,6124.81230671629,1923,7893,1747,6718,2991586.52,1121251.89,2994445.86,1114612.31,2992666.1,1121587.91,2990647.07,1127370.37
2d35f86d,9d072e4c,1117.0994702798644,1117.1598822458866,175.1721731861631,175.0839847124918,172.52807460081112,12100.0,11262.0,941,0,3001295.67,1102966.79,3000251.43,1102569.96,6226.510667918185,6532.455022891409,1732,6627,1691,6797,3001504.67,1102458.94,2999153.43,1108224.45,3000251.43,1102569.96,3002200.37,1096335.01
1619e2ca,b0f53bf4,1117.6856282517613,1117.7334895225888,157.8535840111209,157.73972214624825,153.10911408141376,15937.0,15864.0,4818,4201,2996101.55,1092749.67,2997137.75,1093168.61,5510.758228819505,4056.2346034716334,1559,6001,1447,4201,2994528.31,1096783.6,2996561.58,1091661.66,2999945.15,1090240.89,2997137.75,1093168.61
2b06ad65,9e3e364d,1119.4877751007969,1119.535303105434,179.45765566769393,179.80631824487097,179.5079709445234,12120.0,11690.0,845,298,3011803.85,1116029.89,3012923.16,1116049.84,5459.600234449329,5510.486648935838,1450,5705,1519,5808,3011810.14,1115425.28,3011674.7,1120883.2,3012924.15,1116138.85,3013112.99,1110631.6
3f603129,698930d1,1119.980322863056,1120.04310363486,178.62544578485716,179.58499833937245,175.45611164031945,16921.0,12445.0,6598,2086,3006354.92,1130105.94,3007437.62,1130392.5,6254.308792968202,5927.3023450219,1548,6598,1757,6497,3005053.79,1136223.41,3006354.92,1130105.94,3007805.49,1128914.97,3006433.67,1134681.34
201661b5,53134831,1122.4533396094346,1122.4533396094346,178.37030858231913,178.2710250588769,177.82102244366138,19800.0,18402.0,8135,7213,3026654.02,1114795.96,3025582.38,1115129.86,7466.555124205464,6583.488458924952,2181,8135,2088,7213,3026609.1,1107329.54,3026654.02,1114795.96,3025809.2,1121709.44,3025582.38,1115129.86
1550491d,512943b2,1128.5736344605543,1128.5893611495785,179.37751169016596,178.3753652322145,173.02513247087762,11690.0,17466.0,244,6680,3005622.55,1110821.85,3004501.27,1110949.95,5765.992040204361,6145.922783927544,1366,5928,1652,6680,3005612.32,1110679.76,3005938.83,1116436.5,3004782.61,1117089.43,3004501.27,1110949.95
be35c8f2,e46f4ef4,1129.325439720934,1129.325439720934,179.98852609401942,179.78911085113666,69.5472180268779,12330.0,11890.0,625,0,3015628.76,1094933.5,3016690.68,1095317.82,5393.966952225271,8383.447124786895,1672,5897,1735,8929,3015687.26,1094777.64,3013677.97,1099783.4,3016690.68,1095317.82,3019815.13,1087538.36
6dbe4b60,eb06a4e7,1130.085301780393,1130.090260333102,177.34901890563978,176.8459038536025,177.76480502567676,17461.0,11755.0,6672,727,3004845.89,1110927.87,3005968.91,1110801.7,6137.639849094888,5825.002030832418,2025,6672,1844,6378,3005151.23,1117057.91,3004845.89,1110927.87,3005950.27,1110571.44,3006508.83,1116369.6
4e050c92,699ea575,1130.3709563237596,1130.3709563237596,154.87490037135188,155.0509965733052,148.44915172675636,16817.0,17019.0,5235,5275,3012274.35,1105156.37,3011261.02,1104655.47,4899.061557094147,5283.414944796399,1531,5235,1354,5473,3012460.86,1110051.88,3012274.35,1105156.37,3013231.3,1099966.33,3011171.72,1104831.78
153552f5,9c350a6a,1130.7366367992877,1130.7366367992877,165.57823272298523,165.5686487813211,162.14916363769376,17746.0,18842.0,6497,7793,3000232.74,1094910.92,2999106.41,1094811.19,5947.420052333311,7268.2431030959315,1803,6497,1742,7793,3003739.07,1090107.02,3000232.74,1094910.92,2996418.57,1101564.18,2999106.41,1094811.19
7b38844c,84815d5a,1130.8731940405428,1130.8731940405428,155.11647887060025,155.3771957664407,156.66106634145302,16766.0,16647.0,5196,5285,3011521.83,1105178.29,3012573.8,1104763.28,4907.23637698438,4804.549146319819,1448,5196,1639,5285,3011808.43,1110077.15,3011521.83,1105178.29,3014337.43,1100294.13,3012573.8,1104763.28
204cc64b,c07fd0cd,1131.944413343505,1132.0112982650314,177.15388961152928,177.38129529494006,22.66717644737133,17755.0,11703.0,5737,0,3020473.93,1086634.71,3021391.98,1087296.89,5990.4847369974705,5513.256451979868,1649,6453,1844,6034,3023528.33,1082332.94,3020078.62,1087230.43,3021391.98,1087296.89,3024786.76,1082952.76
20096916,5a1a8fd8,1133.1414221095006,1133.1414221095006,177.91941566711705,178.18650874651138,114.52023018567621,18132.0,11231.0,6879,0,2999593.04,1101746.3,3000635.47,1102190.54,6399.40135325162,6349.9646299565875,1747,6879,1554,6813,3001648.84,1095686.1,2999593.04,1101746.3,3000635.47,1102190.54,3002892.36,1096255.18
27300fd5,ec13af42,1133.2583289347554,1133.2583289347554,169.49817580621965,167.15900653142117,166.5998722279467,19284.0,18795.0,7385,7361,3012822.02,1086570.78,3011731.77,1086261.54,6960.491241816237,6752.203978687196,1919,7385,1900,7361,3016355.47,1080573.85,3012822.02,1086570.78,3007301.14,1091356.81,3011731.77,1086261.54
0390d174,5bd25f59,1134.3618107554935,1134.4289986595234,153.25210133829287,152.8000775322927,178.99559441571475,10643.0,10111.0,285,248,2999892.77,1128097.01,2998878.01,1127590.02,5818.18300514015,5507.915325892467,1690,6100,1910,6119,2999862.56,1128190.32,3001908.43,1122743.7,2998878.2,1127584.36,2994828.06,1131317.12
37344c2a,62a6f539,1135.2751594658241,1135.2869169068806,174.82484862770818,175.41331214423792,154.05007578237627,10768.0,10453.0,455,1,2917921.46,1044939.22,2918488.0,1045923.03,6355.796779987681,4774.469241727227,1746,6942,1560,5252,2917878.82,1044963.87,2922406.04,1040502.88,2918488.01,1045923.03,2915403.3,1049567.22
060ab2b8,d24ff243,1136.402667411527,1136.419375054861,177.95270388015655,178.11504241947912,172.28998826116484,10684.0,11620.0,296,971,2901023.33,1025946.02,2900153.58,1025214.62,7263.5878280638735,6754.3916253427005,1560,7817,1475,7115,2901028.92,1025943.05,2896319.2,1031472.81,2899718.79,1025651.9,2904279.25,1020669.53
2fd68f7b,c472c0b5,1138.1896269514923,1138.1908146263606,151.96561807767827,151.26480174103182,99.37661935907641,10074.0,11204.0,0,1247,2997404.6,1127840.23,2998190.98,1128663.08,5844.750879797963,4305.275421398527,1651,6380,1813,4866,2997404.6,1127840.23,2999343.73,1122326.53,2998697.44,1128190.87,2995527.79,1131104.41
af7a59ce,b32e4903,1139.8418660936768,1139.8730877603268,179.44348499717378,178.49973374557578,178.0251661440967,10914.0,11668.0,18,1071,2902974.78,1026253.41,2903739.32,1027098.82,4030.0721837830433,6929.499926617908,1306,4329,1650,7419,2902974.38,1026253.75,2905666.45,1023254.71,2904181.88,1026696.68,2899603.31,1031898.09
5f6756c5,63559d57,1142.4443123406854,1142.4826052502808,176.81805404446547,177.60972514402852,175.79544059709832,19466.0,13604.0,8063,2467,3013507.95,1111362.92,3014388.17,1112091.2,7402.857078250111,5311.182260570567,2133,8063,1741,5809,3017743.46,1105291.45,3013507.95,1111362.92,3013168.62,1113644.42,3016444.49,1109463.83
f07d7037,f88ddb26,1144.105861054805,1144.1109546280725,178.69245942498392,178.29078606908956,177.3608565686478,11391.0,11537.0,115,199,2986789.3,1064878.41,2985645.32,1064861.44,7097.317653909761,6109.798342416895,2125,7687,1595,6584,2986790.2,1064878.11,2986649.86,1071974.04,2985644.93,1064879.98,2985626.32,1058770.21
647f2a41,b0f53bf4,1144.7922236806598,1144.830867552002,177.9557429803287,178.68242843246696,179.27581032177858,16549.0,11676.0,5425,13,3000795.94,1091006.92,2999941.39,1090245.15,5239.632405665217,4056.2346034716334,1955,5835,1447,4201,2997581.22,1094613.13,3001070.46,1090704.3,2999945.15,1090240.89,2997137.75,1093168.61
25fd32b3,865033f8,1146.7594056296882,1146.7913992091978,179.37887396750924,178.8718644088843,156.93368444039945,11140.0,10363.0,589,0,2917189.1,1044652.92,2917984.7,1045478.8,4245.809145239366,4781.052152664815,1661,4545,1746,5302,2916966.99,1044883.92,2919713.86,1041646.39,2917984.7,1045478.8,2914852.21,1049090.72
6e6d122c,ba48188d,1147.0344771187822,1147.0570819275206,176.51538420319375,176.42489210326184,177.79883662051193,14281.0,17499.0,2507,5533,3009414.01,1090166.38,3008537.95,1089425.97,6754.02407013762,5275.891225461355,1451,7082,1368,5533,3007977.2,1091813.01,3012435.5,1086739.51,3011773.22,1085258.47,3008537.95,1089425.97
ef04658e,efe96181,1148.9890422889575,1149.0114890635548,171.96899590286313,171.60866110390066,177.93006377566584,10491.0,12201.0,218,2104,2941059.16,1064405.93,2940237.48,1063602.8,5223.297371909938,4882.666518010416,1560,5663,1452,5463,2941065.2,1064401.08,2938095.25,1068697.85,2939206.29,1064731.24,2942516.48,1061141.94
811f52b3,f9fc81aa,1150.58030654084,1150.5928667430503,178.64357780375332,178.75130148722917,178.50030997105662,10732.0,11835.0,284,1147,2906985.11,1031923.6,2906148.58,1031133.63,6104.991928258353,6777.184737042304,1838,6673,1515,7112,2906987.63,1031921.75,2903018.88,1036560.71,2905604.12,1031745.12,2910130.52,1026701.12
6dbe4b60,d50c649a,1150.8754398717329,1150.8754398717329,156.3602267338005,156.84323388039854,157.87695390175637,17461.0,17922.0,6672,6547,3004845.89,1110927.87,3003950.74,1110204.53,6137.639849094888,6123.165558075269,2025,6672,1675,6547,3005151.23,1117057.91,3004845.89,1110927.87,3006123.94,1104479.99,3003950.74,1110204.53
521a7819,6a0ff78e,1151.4824623067934,1151.5660864234944,178.9268506140619,179.8221906885392,177.81064211511043,10793.0,11459.0,418,814,2907609.46,1037650.52,2906812.59,1036819.31,6597.515965308433,7586.35826613149,2024,7223,1425,7889,2907622.96,1037643.45,2903303.06,1042630.0,2906424.06,1037169.13,2911497.95,1031529.23
9426ec1e,d273674e,1152.7023675694554,1152.7615269864748,161.5264693733381,161.4518297049319,160.64434138140686,15643.0,16891.0,3922,5636,3012870.83,1105131.39,3011806.94,1104687.7,3666.722550180195,5100.133654033138,1391,3922,1839,5737,3012610.93,1108788.89,3012870.83,1105131.39,3013722.72,1100070.21,3011767.85,1104780.82
5cb483ac,9df1b1f9,1153.264714972226,1153.264714972226,150.21820264367,149.24088975676852,120.02173980651877,11570.0,18085.0,0,6443,3012092.11,1110083.71,3013241.09,1110183.03,4919.6822491395105,5922.3202245827615,1354,5205,1743,6443,3012092.11,1110083.71,3011891.49,1105168.12,3015970.64,1104927.23,3013241.09,1110183.03
c42fe306,dafc88c3,1153.5803105551217,1153.593057581544,178.8042177903836,178.52098915863843,179.81353731267643,11624.0,11094.0,1149,346,2899339.22,1025199.96,2898480.67,1024429.48,6524.636972583345,6941.638524217601,1928,7022,1615,7186,2899804.94,1024728.83,2895526.78,1029655.11,2898374.34,1024545.48,2903034.31,1019400.48
b0f53bf4,bffe3082,1153.8658609213571,1153.8658609213571,156.7686359039181,157.7230732034842,154.6524554128616,15864.0,18295.0,4201,7185,2997137.75,1093168.61,2996820.48,1094278.0,4056.2346034716334,6699.90939963357,1447,4201,1463,7185,2999945.15,1090240.89,2997137.75,1093168.61,2994466.81,1100550.88,2996820.48,1094278.0
46dfcfca,58850d2c,1153.9448906251891,1153.9536223347757,176.02978653207302,178.62479516241294,179.20000166318766,17084.0,14696.0,4920,2823,3025275.46,1095418.04,3026423.21,1095537.45,4639.514190451341,6375.333282990024,1315,4920,1923,6917,3024765.93,1100029.49,3025275.46,1095418.04,3026353.98,1093245.4,3026094.24,1099615.44
be35c8f2,e748dd88,1157.0864813401097,1157.0864813401097,176.44836364236704,175.82419671109866,155.1169511491207,17602.0,17862.0,5897,6263,3013677.97,1099783.4,3012522.2,1099728.22,5393.966952225271,5866.785313448891,1672,5897,1452,6263,3015687.26,1094777.64,3013677.97,1099783.4,3010003.7,1105026.93,3012522.2,1099728.22
1b1eba53,727a3a10,1157.496645178684,1157.5417176929147,174.99957255315798,174.19065162643452,179.50565951676882,13459.0,15346.0,1639,3421,3034220.66,1097823.86,3035041.6,1098639.86,6056.6343673117735,5731.71912662333,2055,6709,1945,6341,3033334.8,1098329.1,3037883.27,1094329.82,3037168.57,1096763.3,3033210.38,1100908.82
310c71a5,3d96d897,1158.755636102861,1158.7618147400078,179.16002959551295,178.19316811395873,13.116177663378274,11843.0,10716.0,1328,0,2906693.64,1032788.07,2905871.73,1031971.26,6497.176126595119,6770.781905821704,1743,6987,1488,7146,2907298.67,1032190.03,2903040.49,1037097.29,2905871.73,1031971.26,2910383.72,1026922.95
7d57c75d,d1ecf309,1160.315773787631,1160.3697221578898,179.99593315930784,179.72641200775402,176.7320908850768,13432.0,18293.0,3387,7863,3003931.77,1129875.84,3005091.95,1129858.09,5672.721427930417,7196.448628490451,1742,6146,1696,7863,3004005.64,1132791.73,3003840.94,1127121.4,3004882.5,1122664.69,3005091.95,1129858.09
173ed841,febb4411,1160.5612058396575,1160.563681406621,178.26142354201184,177.86115027359003,179.80866215123308,18329.0,12397.0,6123,750,3020431.18,1086962.04,3021362.68,1087654.29,6004.193497964483,5640.890817060723,1647,6529,2028,6274,3023696.19,1082413.52,3020183.5,1087282.95,3021267.6,1087810.87,3024705.02,1083338.31
cb879f40,d1ee630d,1161.540964107526,1161.6039857023334,179.43869398508286,179.5995295730642,121.34621510071449,11779.0,10638.0,1161,0,2995594.31,1115194.38,2994538.54,1114710.1,7603.243900507182,7428.723962835182,1589,7903,1589,7878,2995922.42,1114384.03,2993189.47,1121479.12,2994538.54,1114710.1,2997140.72,1107752.04
5bd25f59,9a6b0392,1162.4273058133338,1162.4612948826334,152.1412026164691,151.74506528002945,115.91451345049389,11645.0,10113.0,1782,0,2998026.56,1128403.67,2997231.78,1127555.4,5507.915325892467,5436.205020094431,1910,6119,1547,5801,2998878.2,1127584.36,2994828.06,1131317.12,2997231.78,1127555.4,2999044.31,1122430.26
44441e54,4630ab92,1163.7945872449116,1163.7945872449116,156.44017998697566,157.1289088207034,155.33909269221283,17237.0,16657.0,5567,5306,3011706.44,1105173.51,3012797.22,1104767.78,5374.505238670778,4720.30791167261,1211,5567,1934,5306,3011950.3,1110542.48,3011706.44,1105173.51,3014485.69,1100359.79,3012797.22,1104767.78
0390d174,c472c0b5,1164.9425344195613,1164.945812473641,153.17647920799988,152.94583457587663,110.89871707485159,10393.0,9957.0,35,0,2999862.38,1128188.44,2998697.44,1128190.87,5818.18300514015,4305.275421398527,1690,6100,1813,4866,2999862.56,1128190.32,3001908.43,1122743.7,2998697.44,1128190.87,2995527.79,1131104.41
8d5d46d7,d2f3b1ab,1165.4154580234301,1165.4759186269755,179.40985784737327,178.16668128927972,170.84155051733524,11952.0,10742.0,1243,0,2906966.16,1033007.15,2906135.93,1032189.28,6858.800647255863,6733.943528512642,1527,7281,1437,7017,2907615.17,1032470.66,2903087.45,1037622.64,2906135.93,1032189.28,2910633.09,1027177.14
9e3e364d,e2fc7745,1168.3123178755488,1168.3401013831874,170.42299971232296,170.2048045659984,165.3527317487541,11392.0,13619.0,0,2609,3012924.15,1116138.85,3014078.3,1116320.21,5510.486648935838,4753.362250838834,1519,5808,1651,5342,3012924.15,1116138.85,3013112.99,1110631.6,3014484.57,1114336.85,3013533.58,1118994.11
2cee0cba,8a9c8932,1169.3020677738045,1169.3020677738045,178.93920213686397,179.94789910068886,179.6266970181204,17536.0,17060.0,7334,6343,2898629.66,1031543.31,2898030.1,1030539.42,6809.18119480599,6085.1646725622795,1835,7334,1681,6343,2894213.45,1036726.17,2898629.66,1031543.31,2902061.81,1025981.51,2898030.1,1030539.42
d924e971,e7d0c1de,1169.7456028128454,1169.7456028128454,154.04676599391505,155.3297367716829,154.29441671460165,16291.0,17242.0,5307,6454,3005718.57,1109799.33,3006157.85,1110883.46,4643.512679879596,5959.511646737575,2124,5307,1744,6454,3007274.18,1105424.14,3005718.57,1109799.33,3006820.11,1116806.06,3006157.85,1110883.46
4fbe9c06,b585b4fa,1170.7247673556792,1170.7530945936805,178.48061742246998,178.19497339195314,179.15448759615614,10577.0,11264.0,138,804,2907447.54,1038065.07,2906615.19,1037241.79,7370.62957327922,5461.583921070974,1651,7937,1705,5998,2907446.64,1038066.46,2912415.48,1032622.49,2906803.56,1037020.6,2903229.94,1041150.75
26d3a96a,e5864244,1171.0366069853374,1171.0713129439657,176.74877595411004,176.0773798479329,179.93105984690004,17707.0,12990.0,5689,1004,3020142.47,1086456.94,3021099.52,1087131.76,5978.058799217251,5568.5778687559805,1744,6464,1568,6036,3023065.81,1082151.35,3019706.06,1087095.97,3020801.18,1087588.12,3024186.98,1083167.1
