well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y,a_rows_within_250ft,b_rows_within_250ft,min_rows_within_250ft,a_max_run_within_250ft,b_max_run_within_250ft,min_max_run_within_250ft,a_rows_within_500ft,b_rows_within_500ft,min_rows_within_500ft,a_max_run_within_500ft,b_max_run_within_500ft,min_max_run_within_500ft,a_rows_within_1000ft,b_rows_within_1000ft,min_rows_within_1000ft,a_max_run_within_1000ft,b_max_run_within_1000ft,min_max_run_within_1000ft
2ac7cb6b,d085e611,584.1007896761699,584.1552523092073,178.43446263620092,178.51836013950705,178.78443246571496,10990.0,10380.0,566,51,2993884.84,1121957.34,2994436.66,1122148.83,6189.236512607947,7368.783170008496,1461,6450,1661,7851,2993987.4,1121640.59,2992034.11,1127513.52,2994436.83,1122149.3,2996952.54,1115223.25,0,0,0,0,0,0,0,0,0,0,0,0,1393,1586,1393,1393,1586,1393
a79fd2e7,c9e980e8,590.4850654336927,590.4850654336927,176.78349735430143,175.90150796763876,179.98837084275843,17426.0,17007.0,6326,6261,3007977.6,1110455.89,3007767.65,1111007.79,5713.523093372293,5620.777824936577,1923,6326,1903,6261,3007934.43,1104742.53,3007977.6,1110455.89,3008125.42,1116617.17,3007767.65,1111007.79,0,0,0,0,0,0,0,0,0,0,0,0,426,432,426,426,432,426
060ab2b8,1131525f,591.5503360662193,591.592640336142,177.86950716348616,177.87476201309428,166.12256560603956,10945.0,10716.0,557,0,2900985.31,1026034.44,2901513.56,1026300.68,7263.5878280638735,5248.376662711882,1560,7817,1389,5547,2901028.92,1025943.05,2896319.2,1031472.81,2901513.56,1026300.68,2905062.8,1022434.37,0,0,0,0,0,0,0,0,0,0,0,0,1312,1034,1034,1312,1034,1034
3ac16ad0,4f69febf,591.5605707786453,591.5650426623388,179.82360955760095,179.80293783234407,51.554414899408336,10152.0,10074.0,0,246,2888537.38,1024390.62,2888823.38,1024908.45,6825.571503236877,6866.527260413126,1763,7411,2139,7598,2888537.38,1024390.62,2893355.05,1019555.49,2888828.01,1024912.59,2883996.43,1029791.63,0,0,0,0,0,0,0,0,0,0,0,0,1248,1332,1248,1248,1332,1248
a0b83014,c36625df,592.7125327677172,592.7125327677172,177.04190391058373,177.12834713524703,176.00762354723068,17468.0,17546.0,6872,6385,3007760.73,1116941.65,3007754.52,1116348.97,6265.824495611256,5851.378503028056,1838,6872,1644,6385,3007914.8,1123205.58,3007760.73,1116941.65,3007308.96,1110514.58,3007754.52,1116348.97,0,0,0,0,0,0,0,0,0,0,0,0,408,411,408,408,411,408
3a0af893,7cbbd047,595.7627454784348,595.7627454784348,179.18590342717252,177.98905128969943,175.28828580045294,16547.0,17975.0,4579,6789,3019518.64,1108789.35,3019139.04,1109248.52,4369.449848688034,6276.279671150615,1653,4579,1669,6789,3022261.73,1105388.24,3019518.64,1108789.35,3015129.85,1114077.4,3019139.04,1109248.52,0,0,0,0,0,0,0,0,0,0,0,0,405,405,405,405,405,405
8bfa881d,c6797dd7,599.9289312076626,599.9289312076626,168.4390579703032,168.52256562821483,163.59977489995987,17456.0,17297.0,5842,6280,3011690.42,1099040.43,3011488.06,1099605.2,5354.583939504499,5543.59134991024,1754,5842,1617,6280,3013530.08,1094011.79,3011690.42,1099040.43,3008578.74,1104324.02,3011488.06,1099605.2,0,0,0,0,0,0,0,0,0,0,0,0,401,411,401,401,411,401
1944513c,6dbe4b60,600.3495308569499,600.4277339530939,179.87013707355567,179.5716460405164,179.7829313163025,13193.0,16178.0,2333,5389,3005494.1,1112193.14,3004893.96,1112209.0,5965.504662918459,6137.639849094888,1877,6598,2025,6672,3005424.58,1110489.44,3005734.86,1116446.87,3005151.23,1117057.91,3004845.89,1110927.87,0,0,0,0,0,0,0,0,0,0,0,0,6599,6673,6599,6599,6673,6599
4654e7de,811f52b3,602.8299345588307,602.8482404387772,178.14063837034678,178.13754288078167,143.51362388432923,10732.0,11750.0,0,1302,2906951.58,1032888.3,2906504.88,1032483.5,6642.247508456801,6104.991928258353,1637,7009,1838,6673,2906951.58,1032888.3,2911431.08,1027983.86,2906987.63,1031921.75,2903018.88,1036560.71,0,0,0,0,0,0,0,0,0,0,0,0,1883,2130,1883,1883,2130,1883
93209a3d,f56d3ace,603.1252720622796,603.1252720622796,154.53295910887854,157.6746631123919,154.6797625481601,18012.0,18122.0,6299,7382,3003235.27,1109703.9,3003211.84,1110306.57,5942.395111080975,6775.222683292404,1603,6299,1951,7382,3005637.06,1104268.51,3003235.27,1109703.9,3003404.25,1117079.06,3003211.84,1110306.57,0,0,0,0,0,0,0,0,0,0,0,0,416,398,398,416,398,398
992c99e8,bd6f0e19,606.7333303022527,606.7492933661648,178.51375723067483,179.04865422958747,179.91443519942553,17164.0,12103.0,6389,1508,3006482.55,1122250.42,3005876.1,1122268.96,6198.683409571652,6455.528022539988,1836,6739,1839,6978,3006331.09,1116403.61,3006490.24,1122600.25,3005988.13,1123257.02,3005655.06,1116810.09,0,0,0,0,0,0,0,0,0,0,0,0,6740,6979,6740,6740,6979,6740
a87433c9,be063506,608.1484148627137,608.1579913969503,178.50988592543465,179.09513871356145,174.61220042311268,11931.0,10992.0,852,0,3003170.13,1103147.24,3002574.61,1103023.95,6852.90333561617,6020.005225886474,1739,7459,2039,6538,3003125.45,1103422.43,3005505.08,1096995.95,3002574.61,1103023.95,3000338.1,1108613.09,0,0,0,0,0,0,0,0,0,0,0,0,1572,1427,1427,1572,1427,1427
06df5958,2ee0235b,611.1626598541188,611.2102201369281,177.8027882056493,178.2463354975021,164.93482072935373,10772.0,11834.0,0,1193,2903605.04,1027075.94,2903125.52,1026697.02,4707.550069123003,6792.672917269032,1530,5038,1700,7255,2903605.04,1027075.94,2906775.06,1023595.71,2903580.22,1026115.63,2899201.99,1031309.04,0,0,0,0,0,0,0,0,0,0,0,0,1759,1976,1759,1759,1976,1759
8ac2f237,c9e980e8,613.7048908067105,613.746860276775,176.83257113305973,176.36728199395338,179.83911987729948,11436.0,11234.0,394,488,3008750.24,1116602.6,3008137.43,1116569.47,6435.867723096994,5620.777824936577,1456,6774,1903,6261,3008754.33,1116485.16,3008808.47,1122920.8,3008125.42,1116617.17,3007767.65,1111007.79,0,0,0,0,0,0,0,0,0,0,0,0,1237,1520,1237,1237,1520,1237
93209a3d,c1d046f4,613.9396199140016,613.9396199140016,156.22139341743346,158.09152741404662,158.58126114967732,18012.0,17977.0,6299,6916,3003235.27,1109703.9,3002669.15,1109941.45,5942.395111080975,6698.863805094217,1603,6299,1404,6916,3005637.06,1104268.51,3003235.27,1109703.9,3002662.01,1116640.31,3002669.15,1109941.45,0,0,0,0,0,0,0,0,0,0,0,0,464,582,464,464,582,464
699ea575,7e208414,613.9942072203738,613.9942072203738,154.59122055687808,154.3565104902374,151.09493244415984,17217.0,17215.0,5473,5731,3011171.72,1104831.78,3010641.31,1105141.06,5283.414944796399,5432.88915253188,1354,5473,1506,5731,3013231.3,1099966.33,3011171.72,1104831.78,3010875.02,1110568.92,3010641.31,1105141.06,0,0,0,0,0,0,0,0,0,0,0,0,436,557,436,436,557,436
3aaa2b30,d60430e6,614.1248352740395,614.2193299631308,175.30082248719373,169.2656710122462,170.3766315508665,13230.0,14708.0,2811,4175,2992111.88,1117681.93,2992715.7,1117793.96,6029.194102672382,3748.143883097292,1685,6395,1665,4175,2991484.34,1120062.5,2992608.53,1114139.04,2993713.9,1114181.18,2992715.7,1117793.96,0,0,0,0,0,0,0,0,0,0,0,0,2981,2083,2083,2981,2083,2083
99529c45,ec0d597b,614.8817853864964,615.005146401292,175.87230433790506,176.1295556981113,176.66393889358193,13192.0,16629.0,2739,6451,2896919.41,1024828.81,2896468.85,1024410.39,7080.573378025215,5874.540966450033,1751,7590,1836,6451,2898356.66,1023115.63,2893691.7,1028442.23,2892290.41,1028539.66,2896468.85,1024410.39,0,0,0,0,0,0,0,0,0,0,0,0,5659,5169,5169,5659,5169,5169
aff4e561,df71d1ff,616.6900136210592,616.7147490531653,179.5720577093729,179.6354675479241,115.16538828927015,10944.0,10393.0,704,0,2883953.88,1020423.01,2884372.11,1020876.21,7240.553306294961,7432.332505425212,1697,7722,1651,7878,2884117.5,1020241.93,2879318.37,1025663.55,2884372.11,1020876.21,2889256.65,1015274.35,0,0,0,0,0,0,0,0,0,0,0,0,1557,1521,1521,1557,1521,1521
877ed19c,e4726608,616.8014109095601,616.8052066090463,177.74084896377943,177.27143100293088,25.746676068624996,10988.0,11195.0,0,22,3012065.98,1115332.04,3011451.96,1115390.55,5040.269735887232,5895.772158971317,1923,5630,1535,6267,3012065.98,1115332.04,3012339.55,1110299.2,3011451.89,1115390.38,3011364.2,1121285.5,0,0,0,0,0,0,0,0,0,0,0,0,1276,1067,1067,1276,1067,1067
7acda2df,9c8375f7,616.9638247093834,617.0054934114079,177.73710958815005,179.33891417411976,179.99032880624887,11820.0,14399.0,1170,3934,2915947.0,1042873.7,2915483.21,1042466.83,4229.725757469197,4897.395622910091,1461,4551,1758,5431,2915565.12,1043659.96,2918148.07,1040310.49,2917657.8,1039851.47,2914516.33,1043608.55,0,0,0,0,0,0,0,0,0,0,0,0,4552,5359,4552,4552,5359,4552
5a5d1982,995ff498,616.9746555573583,617.0062476996535,178.48998872392488,178.72597988165415,87.73516179670091,10731.0,10573.0,188,0,2907404.19,1034470.55,2906802.09,1034335.89,4912.079027102644,5782.489620544004,1552,5445,1601,6126,2907405.34,1034469.25,2910703.12,1030828.76,2906802.09,1034335.89,2903034.23,1038722.28,0,0,0,0,0,0,0,0,0,0,0,0,1065,903,903,1065,903,903
9896fc0b,f439a621,617.183228547157,617.183228547157,179.47962075863464,178.94751459243216,177.9551652014135,10470.0,10392.0,0,0,2929035.86,1055799.35,2928485.46,1055520.11,4756.503984745793,4255.696921410205,1514,5108,1874,4694,2929035.86,1055799.35,2932138.66,1052194.22,2928485.46,1055520.11,2925738.76,1058770.74,0,0,0,0,0,0,0,0,0,0,0,0,997,1140,997,997,1140,997
2cee0cba,2ee0235b,618.4206188348622,618.4206188348622,179.69843987456863,179.86299611507883,179.75970191563854,17536.0,17896.0,7334,7255,2898629.66,1031543.31,2899201.99,1031309.04,6809.18119480599,6792.672917269032,1835,7334,1700,7255,2894213.45,1036726.17,2898629.66,1031543.31,2903580.22,1026115.63,2899201.99,1031309.04,0,0,0,0,0,0,0,0,0,0,0,0,407,411,407,407,411,407
28f4eda9,fa16d114,618.5552273645401,618.5552273645401,179.08582562357958,178.89272413732775,171.07327707797697,10580.0,10669.0,0,0,2888231.99,1024634.36,2888205.32,1024016.38,6671.920953855779,6819.321763379618,1558,6823,1242,6927,2888231.99,1024634.36,2883640.47,1029475.07,2888205.32,1024016.38,2892976.62,1019144.23,0,0,0,0,0,0,0,0,0,0,0,0,608,573,573,608,573,573
2075c696,8bb9c1e6,621.3879709971221,621.3879709971221,163.99552409032128,164.2086021290687,167.57487463312677,15312.0,16900.0,5579,6381,2902346.85,1036279.5,2902952.02,1036138.46,4770.253092866386,5877.506581978289,2392,5579,1836,6381,2900375.11,1040623.18,2902346.85,1036279.5,2906762.86,1031663.8,2902952.02,1036138.46,0,0,0,0,0,0,0,0,0,0,0,0,485,431,431,485,431,431
1aaf1da0,fd8f77fa,621.5492196117,621.5492196117,158.6488030073518,160.160996158928,163.77110083497843,17690.0,17426.0,6320,6755,3004739.06,1110654.64,3004145.16,1110837.96,5835.320754414367,6158.772157662538,1517,6320,1484,6755,3006646.69,1105139.94,3004739.06,1110654.64,3004389.08,1116991.9,3004145.16,1110837.96,0,0,0,0,0,0,0,0,0,0,0,0,506,628,506,506,628,506
0be01c24,c36625df,622.7300619046276,622.8639430884156,177.68242528821926,177.48965433052703,179.96048789530653,12159.0,16998.0,1365,5837,3007051.0,1115874.64,3007670.28,1115809.18,5904.570095044939,5851.378503028056,1647,6384,1644,6385,3007171.27,1116757.71,3006483.95,1110893.28,3007308.96,1110514.58,3007754.52,1116348.97,0,0,0,0,0,0,0,0,0,0,0,0,6385,6386,6385,6385,6386,6385
173ed841,e5864244,622.8915575766164,622.9594629668793,178.35938997060552,177.54427872233651,179.88878657598931,17699.0,13375.0,5493,1389,3020808.9,1086458.17,3021318.6,1086816.22,6004.193497964483,5568.5778687559805,1647,6529,1568,6036,3023696.19,1082413.52,3020183.5,1087282.95,3020801.18,1087588.12,3024186.98,1083167.1,0,0,0,0,0,0,0,0,0,0,0,0,6530,6037,6037,6530,6037,6037
25fd32b3,999daf80,626.2225646683441,626.2249500776006,178.87188953329354,178.38063960883997,175.54929927136106,11226.0,10429.0,675,86,2917242.18,1044599.77,2917691.67,1045035.79,4245.809145239366,4920.132865899107,1661,4545,1875,5438,2916966.99,1044883.92,2919713.86,1041646.39,2917692.62,1045034.95,2914583.97,1048848.61,0,0,0,0,0,0,0,0,0,0,0,0,1434,1434,1434,1434,1434,1434
89f36adf,d463e527,627.4840512711507,627.4840512711507,178.9921691249391,178.85322254874464,177.4898581614958,18378.0,18516.0,7040,6990,3025274.34,1115161.87,3024713.99,1114879.48,6523.953452201982,6259.14405861545,1749,7040,2224,6990,3025475.87,1121682.71,3025274.34,1115161.87,3024630.71,1108620.89,3024713.99,1114879.48,0,0,0,0,0,0,0,0,0,0,0,0,520,541,520,520,541,520
14fee784,6ea22614,627.7407733293041,627.7407733293041,176.03381654382798,176.26403929361948,131.38421496973783,10317.0,9953.0,0,0,2992131.0,1121564.3,2991586.52,1121251.89,6131.682203930574,7229.0973027064065,1496,6405,1923,7893,2992131.0,1121564.3,2990101.06,1127350.22,2991586.52,1121251.89,2994445.86,1114612.31,0,0,0,0,0,0,0,0,0,0,0,0,934,1367,934,934,1367,934
48c1f673,944f36b9,630.0308228174467,630.0309770956683,152.44482717822348,152.23007094958993,112.0832017356258,10025.0,10420.0,4,0,2998825.76,1128297.57,2998625.6,1127700.18,4098.954239083402,5744.616698066058,1749,4665,1405,6034,2998825.85,1128297.54,2995808.6,1131072.0,2998625.6,1127700.18,3000575.79,1122296.72,0,0,0,0,0,0,0,0,0,0,0,0,1127,716,716,1127,716,716
4e050c92,d273674e,630.5394932119914,630.5394932119914,155.28008445746343,155.25519807661072,151.8005223323191,16817.0,16992.0,5235,5737,3012274.35,1105156.37,3011767.85,1104780.82,4899.061557094147,5100.133654033138,1531,5235,1839,5737,3012460.86,1110051.88,3012274.35,1105156.37,3013722.72,1100070.21,3011767.85,1104780.82,0,0,0,0,0,0,0,0,0,0,0,0,483,648,483,483,648,483
153552f5,e161bd0c,630.5592300488157,630.568236196307,172.00517872576347,171.87113191447438,179.98502819318776,11329.0,12234.0,80,778,3003737.86,1090108.2,3003280.85,1089673.75,5947.420052333311,4072.502960649443,1803,6497,1864,4812,3003739.07,1090107.02,3000232.74,1094910.92,3003204.2,1089748.58,3006039.34,1086825.01,0,0,0,0,0,0,0,0,0,0,0,0,1332,1607,1332,1332,1607,1332
bd6f0e19,c2717d4f,630.628686708581,630.628686708581,179.35732925113896,178.3596311841994,179.6668053100841,17573.0,17523.0,6978,6681,3005655.06,1116810.09,3006157.57,1116429.07,6455.528022539988,6056.582165958083,1839,6978,1961,6681,3005988.13,1123257.02,3005655.06,1116810.09,3005777.26,1110384.44,3006157.57,1116429.07,0,0,0,0,0,0,0,0,0,0,0,0,495,507,495,495,507,495
44441e54,699ea575,634.5903176851255,634.5903176851255,154.4561081459563,155.15582338159555,148.8979482350806,17237.0,17217.0,5567,5473,3011706.44,1105173.51,3011171.72,1104831.78,5374.505238670778,5283.414944796399,1211,5567,1354,5473,3011950.3,1110542.48,3011706.44,1105173.51,3013231.3,1099966.33,3011171.72,1104831.78,0,0,0,0,0,0,0,0,0,0,0,0,489,673,489,489,673,489
2be5c96a,ed6436d6,635.1375439226612,635.1375439226612,155.78086236371183,155.09840572662205,156.40905486765087,17005.0,16224.0,5752,5026,3000621.97,1090530.93,3000234.83,1090027.42,5357.99827191108,4396.668303181442,1543,5752,2082,5026,2996847.6,1094333.86,3000621.97,1090530.93,3001779.24,1085910.93,3000234.83,1090027.42,0,0,0,0,0,0,0,0,0,0,0,0,707,515,515,707,515,515
5beded95,726f3dc2,635.6757275527982,635.7256503396193,179.4118291072464,179.88517077100954,177.93365500704996,11144.0,10748.0,541,333,2982921.97,1102563.06,2983402.06,1102979.71,4254.613541145909,8019.989200055435,1722,4778,1896,8618,2982847.3,1102626.64,2985668.24,1099441.67,2983412.22,1102970.9,2978156.63,1109028.87,0,0,0,0,0,0,0,0,0,0,0,0,1392,1437,1392,1392,1437,1392
4936af16,add9c322,636.4432056359379,636.51323458347,179.63983738867742,179.75962054013766,179.81413243877978,11313.0,15553.0,903,5081,2990818.97,1119626.11,2990183.35,1119593.75,5201.742990008285,5176.992832301421,1568,5558,1587,5518,2990829.81,1120179.45,2991103.46,1114984.91,2990450.1,1114860.88,2990145.26,1120028.89,0,0,0,0,0,0,0,0,0,0,0,0,5559,5519,5519,5559,5519,5519
9a6b0392,ae8959c3,638.7302311621014,638.7428117797126,151.8242038447271,151.69339547019783,113.58656309416,10113.0,11179.0,0,1346,2997231.78,1127555.4,2997646.49,1128041.19,5436.205020094431,5993.323190751526,1547,5801,2127,6644,2997231.78,1127555.4,2999044.31,1122430.26,2998178.62,1127577.07,2993749.14,1131614.35,0,0,0,0,0,0,0,0,0,0,0,0,1077,2079,1077,1077,2079,1077
200d233d,a79fd2e7,640.6492204783967,640.6833396460014,149.7550159638845,150.08100098981842,114.6034173402051,11374.0,12106.0,0,1006,3008624.11,1105082.54,3007986.72,1105147.08,5396.728964965756,5713.523093372293,1970,5895,1923,6326,3008624.11,1105082.54,3011307.13,1100400.01,3007934.43,1104742.53,3007977.6,1110455.89,0,0,0,0,0,0,0,0,0,0,0,0,1118,1719,1118,1118,1719,1118
9df1b1f9,cbe51de1,641.3591992792485,641.3591992792485,157.6456367798845,157.26680529291545,153.90109093239803,18085.0,16562.0,6443,5361,3013241.09,1110183.03,3012771.01,1110619.34,5922.3202245827615,5050.267890973553,1743,6443,1399,5361,3015970.64,1104927.23,3013241.09,1110183.03,3012322.92,1115649.69,3012771.01,1110619.34,0,0,0,0,0,0,0,0,0,0,0,0,372,434,372,372,434,372
197f8a5a,4c3df468,641.7493299568013,641.7493299568013,178.96659078199326,178.6687332242145,170.74606824091634,10059.0,10533.0,0,0,2882522.67,1019912.96,2883163.42,1019948.76,7598.561293093517,6601.003749430744,1938,8247,1511,6902,2882522.67,1019912.96,2877826.12,1025886.28,2883163.42,1019948.76,2887336.32,1014834.06,0,0,0,0,0,0,0,0,0,0,0,0,1096,767,767,1096,767,767
7a5660b0,d4f60a28,642.2357813918907,642.2357813918907,163.3087367832742,163.2273819606482,167.20532049892304,11804.0,11544.0,0,0,3020325.34,1087212.4,3020945.84,1087378.07,6358.029614589672,5753.978084855896,1938,6935,1934,6434,3020325.34,1087212.4,3018066.64,1093155.7,3020945.84,1087378.07,3024448.65,1082813.14,0,0,0,0,0,0,0,0,0,0,0,0,1288,1228,1228,1288,1228,1228
460f859e,dd7d638e,642.4652682443214,642.5050017705555,178.79202252395305,179.71327084224518,168.06649236792796,10668.0,11552.0,208,1051,2913098.11,1041975.09,2913481.14,1042490.89,4478.858353308407,5463.2151552451005,1646,4981,1745,6045,2913099.09,1041972.81,2915980.42,1038543.8,2913821.38,1042149.74,2910219.4,1046257.35,0,0,0,0,0,0,0,0,0,0,0,0,1573,1760,1573,1573,1760,1573
1285a37b,6e6d122c,645.9400991578921,645.9400991578921,167.4389833430093,166.0944550866381,167.73376432333282,19408.0,18856.0,7402,7082,3013034.56,1086497.92,3012435.5,1086739.51,6889.553826083416,6754.02407013762,1806,7402,1451,7082,3016347.95,1080457.44,3013034.56,1086497.92,3007977.2,1091813.01,3012435.5,1086739.51,0,0,0,0,0,0,0,0,0,0,0,0,418,383,383,418,383,383
41fb0192,67847288,647.0176320625932,647.0176320625932,174.6768846438031,174.95569663388332,158.94949383089795,16436.0,11878.0,4380,0,3008491.68,1073979.64,3009099.27,1074202.05,4097.232180692386,8677.860477905797,1408,4380,1745,9173,3006235.36,1077399.63,3008491.68,1073979.64,3009099.27,1074202.05,3005013.03,1081857.63,0,0,0,0,0,0,0,0,0,0,0,0,3771,4359,3771,3771,4359,3771
5f4d2a52,7256229b,649.314063069458,649.4153220399745,179.8267030107336,179.40115992781182,179.9467879781522,11744.0,16985.0,1239,6702,2998832.02,1116311.19,2998209.47,1116126.69,6651.887687581794,6485.706295115571,1887,7111,1557,6971,2999189.75,1115602.9,2996890.04,1121844.61,2996059.03,1121960.69,2998282.87,1115868.16,0,0,0,0,0,0,0,0,0,0,0,0,7112,6972,6972,7112,6972,6972
4630ab92,4e050c92,651.4562341402391,651.4562341402391,156.85897221237127,157.02408201241303,153.85039340065848,16657.0,16817.0,5306,5235,3012797.22,1104767.78,3012274.35,1105156.37,4720.30791167261,4899.061557094147,1934,5306,1531,5235,3014485.69,1100359.79,3012797.22,1104767.78,3012460.86,1110051.88,3012274.35,1105156.37,0,0,0,0,0,0,0,0,0,0,0,0,389,471,389,389,471,389
09441b8d,c6c96179,656.0464812801888,656.0685117425309,177.4602044127924,178.00049391779726,49.7460443650447,11154.0,10214.0,767,0,2908160.98,1038615.45,2908628.58,1039075.61,6799.295443771958,5219.747663488987,1907,7394,1809,5812,2908308.08,1038444.9,2903888.74,1043612.09,2908628.58,1039075.61,2912193.71,1035263.05,0,0,0,0,0,0,0,0,0,0,0,0,1616,1543,1543,1616,1543,1543
8050c789,e161bd0c,656.6257884819247,656.7981809503476,179.95174194099025,179.9876848211595,174.63260141531663,16498.0,16094.0,4939,4638,3005484.22,1086425.58,3005902.32,1086931.89,4374.135254481776,4072.502960649443,1863,4939,1864,4812,3008531.99,1083288.04,3005484.22,1086425.58,3003204.2,1089748.58,3006039.34,1086825.01,0,0,0,0,0,0,0,0,0,0,0,0,830,848,830,830,848,830
173ed841,d4f60a28,661.2606399900677,661.2664470543532,178.30564979635113,178.28730841471685,142.75903908438988,18354.0,11544.0,6148,0,3020416.28,1086982.05,3020945.84,1087378.07,6004.193497964483,5753.978084855896,1647,6529,1934,6434,3023696.19,1082413.52,3020183.5,1087282.95,3020945.84,1087378.07,3024448.65,1082813.14,0,0,0,0,0,0,0,0,0,0,0,0,6530,6435,6435,6530,6435,6435
2acc78d4,8a3da6d1,662.2236193311743,662.3491786815206,178.94471743179494,177.13364229733344,179.91979518477217,16405.0,13141.0,5259,1953,3008487.16,1106150.11,3007825.1,1106135.39,5543.28095572478,5752.657403617772,1843,6108,1741,6333,3008523.0,1110844.86,3008478.21,1105301.76,3007778.88,1104753.33,3007719.41,1110505.68,0,0,0,0,0,0,0,0,0,0,0,0,6109,6334,6109,6109,6334,6109
d50c649a,fd8f77fa,662.5954280704693,662.5954280704693,156.94198803082222,158.13451515448733,163.1404573692307,17922.0,17426.0,6547,6755,3003950.74,1110204.53,3004145.16,1110837.96,6123.165558075269,6158.772157662538,1675,6547,1484,6755,3006123.94,1104479.99,3003950.74,1110204.53,3004389.08,1116991.9,3004145.16,1110837.96,0,0,0,0,0,0,0,0,0,0,0,0,385,349,349,385,349,349
76201745,c472c0b5,664.8041120510991,664.8089761729683,153.83033881590055,152.23636410764905,133.0385771086545,10165.0,10163.0,0,206,2998491.96,1127558.41,2998694.03,1128191.76,5546.518833015934,4305.275421398527,1410,5857,1813,4866,2998491.96,1127558.41,3000501.43,1122388.7,2998697.44,1128190.87,2995527.79,1131104.41,0,0,0,0,0,0,0,0,0,0,0,0,717,1072,717,717,1072,717
81fc01c6,e0079ed1,665.5883166792529,665.5971365622263,179.32869982756438,179.8657241249564,179.94280168076338,10530.0,10517.0,421,406,2956689.55,1085689.99,2956162.03,1085284.12,7079.39167246006,4806.681907563404,1746,7654,1786,5256,2956717.84,1085664.41,2952019.95,1090960.41,2956107.93,1085351.49,2959255.3,1081718.55,0,0,0,0,0,0,0,0,0,0,0,0,1456,1306,1306,1456,1306,1306
4cecf7b3,c6797dd7,668.6970408937233,668.8409949308405,178.42464660195293,179.274189063821,179.89929939439602,14031.0,15956.0,2319,4939,3010148.15,1100337.29,3010711.69,1100697.26,7336.175950629676,5543.59134991024,1657,7675,1617,6280,3011081.15,1098578.86,3007404.2,1104927.05,3008578.74,1104324.02,3011488.06,1099605.2,0,0,0,0,0,0,0,0,0,0,0,0,6863,6281,6281,6863,6281,6281
25939962,c6797dd7,668.7346727214893,668.7346727214893,168.4524716336338,168.3671780362893,161.06923792264527,17689.0,17297.0,6070,6280,3011414.26,1098940.55,3011488.06,1099605.2,5515.854599325697,5543.59134991024,1752,6070,1617,6280,3013310.54,1093760.9,3011414.26,1098940.55,3008578.74,1104324.02,3011488.06,1099605.2,0,0,0,0,0,0,0,0,0,0,0,0,355,402,355,355,402,355
2b034622,a85e4bc3,671.4277751928605,671.4277751928605,179.3906243637209,179.18859622285072,145.66434865979633,10516.0,9675.0,1025,0,2859759.05,1041371.5,2860284.47,1041789.53,6377.805495074143,5591.778073940134,1558,6760,1412,5992,2860169.11,1040863.59,2856110.7,1045783.52,2860284.47,1041789.53,2863888.38,1037514.04,0,0,0,0,0,0,0,0,0,0,0,0,1737,1762,1737,1737,1762,1737
42c538a1,eba6605e,673.5753532457504,673.5753532457504,169.7834434870512,168.66232107082433,162.61464214817204,15770.0,16336.0,4761,5718,2907458.31,1020466.86,2906817.69,1020674.97,4540.999000979776,5302.236138875716,1483,4761,1309,5718,2910486.94,1023850.36,2907458.31,1020466.86,2902636.69,1017414.15,2906817.69,1020674.97,0,0,0,0,0,0,0,0,0,0,0,0,529,432,432,529,432,432
5138a660,9df1b1f9,675.2817682270952,675.3091027077623,162.17079768461082,161.88896655063513,161.62512414873007,11683.0,18037.0,0,6395,3012680.87,1109802.8,3013265.08,1110141.48,4671.652293279144,5922.3202245827615,1270,4828,1743,6443,3012680.87,1109802.8,3013461.2,1105196.78,3015970.64,1104927.23,3013241.09,1110183.03,0,0,0,0,0,0,0,0,0,0,0,0,1150,1171,1150,1150,1171,1150
5cdd8dbc,bf39bc20,676.9117805150807,676.9171554925317,176.13251140605936,179.37084148010806,142.37595932504084,11704.0,10457.0,1202,0,2913164.33,1042208.0,2912731.02,1041687.95,5150.603981825638,4528.747450697674,1741,5750,1744,5046,2913703.26,1041861.43,2910171.02,1045610.03,2912731.02,1041687.95,2915607.41,1038189.96,0,0,0,0,0,0,0,0,0,0,0,0,1942,1514,1514,1942,1514,1514
43b06c70,6dbe4b60,677.9986821521841,677.9986821521841,157.02325656360028,157.29287222089445,156.53674076671803,17869.0,17461.0,6589,6672,3004283.6,1110549.04,3004845.89,1110927.87,6058.52422764822,6137.639849094888,1744,6589,2025,6672,3006368.17,1104860.43,3004283.6,1110549.04,3005151.23,1117057.91,3004845.89,1110927.87,0,0,0,0,0,0,0,0,0,0,0,0,596,429,429,596,429,429
940a48d9,d0a0e7b5,679.832706626835,679.8427004093649,179.89131556859772,179.28213108391313,179.9430913616059,14340.0,12470.0,4151,1824,2991399.3,1116477.02,2990719.89,1116453.05,5039.984388090867,5139.048762893827,1664,5626,1607,5422,2991209.76,1120038.72,2991489.95,1115006.53,2990783.75,1114906.27,2990488.32,1120036.82,0,0,0,0,0,0,0,0,0,0,0,0,5627,5423,5423,5627,5423,5423
