rank,feature,family,importance_share_pct,mean_model_rank,lgb0_split,lgb1_split,lgb2_split,all_models_zero,description,duplicate_bucket,duplicate_relation,keep_feature,pair_corr,recommended_action
311,grwr_dwt_energy_ratio_w065_x_candidate_std,gr_wavelet_rotation,0.007469544966011119,316.3333333333333,36.0,2.4,3.4,False,DWT detail energy比(w65) × 8候補TVT標準偏差。,,,,,
312,grwr_candidate_tvt_range,gr_wavelet_rotation,0.007435007694584623,309.0,26.8,7.0,5.8,False,8候補TVTの行別range。,,,,,
313,grwr_raw_std_w033,gr_wavelet_rotation,0.007224063306591914,323.3333333333333,37.4,1.0,2.6,False,raw GRのlocal rolling標準偏差（window 33）。,,,,,
314,sc_cons_d,base_replay,0.007119175982788605,312.3333333333333,23.6,6.0,7.8,False,sc8/sc15/sc25候補の平均 − anchor。,,,,,
315,ll_candidate_tvt_range,learned_likelihood,0.007073186213843071,311.6666666666667,25.2,6.6,5.8,False,exp111の5候補TVTの行別range。,learned_likelihood_slim_review,high_corr_or_redundancy_review,,,review_only_do_not_include_in_exact_prune
316,nsel_top1_is_tvt_dense50,nested_selector,0.006398008004597111,322.0,30.8,2.2,2.8,False,selector top1がdense spatial ANCC（prefix末尾50 bias）であるone-hot flag。,,,,,
317,grwr_raw_minus_savgol_absmean_w033,gr_wavelet_rotation,0.00636984080846151,323.0,30.6,1.4,3.6,False,|raw GR − savgol denoised GR|のlocal平均（window 33）。,,,,,
318,glag15,base_replay,0.005861347793824689,320.0,23.8,3.8,4.2,False,raw GRを15行lagした値。,,,,,
319,ll_learned_pred_abs_error_sc_ens,learned_likelihood,0.005842711991492918,316.6666666666667,19.6,6.4,4.8,False,exp111 L1 modelが推定したmulti-scale NCC ensembleの絶対誤差。,,,,,
320,glead15,base_replay,0.005817937124689057,318.3333333333333,20.4,4.0,6.4,False,raw GRを15行leadした値。,,,,,
321,ll_candidate_tvt_hyb_minus_last_known_tvt,learned_likelihood,0.005756202887735956,318.3333333333333,13.8,5.6,9.6,False,元のBeam/NCC hybrid TVT − last_known_tvt。learned予測値ではない。,exact_prune_17,existing_delta_duplicate,hyb_d,1.0,drop_in_exact_prune
322,ll_candidate_tvt_std,learned_likelihood,0.005659813093274751,323.0,26.0,2.8,2.6,False,exp111の5候補TVTの行別標準偏差。,learned_likelihood_slim_review,high_corr_or_redundancy_review,,,review_only_do_not_include_in_exact_prune
323,grwr_raw_default_candidate_cost,gr_wavelet_rotation,0.005514025378353524,318.3333333333333,11.6,5.6,10.2,False,raw GR面: default likPFのlocal GR observation cost。,,,,,
324,grm5,base_replay,0.0053029381588369714,317.0,12.8,7.0,7.0,False,raw GRのcentered rolling-5平均。,,,,,
325,ll_candidate_tvt_sc_ens_minus_last_known_tvt,learned_likelihood,0.005290741253588288,319.0,9.8,6.2,10.0,False,元のmulti-scale NCC ensemble TVT − last_known_tvt。learned予測値ではない。,exact_prune_17,existing_delta_duplicate,sc_ens_d,1.0,drop_in_exact_prune
326,grwr_dwt_detail_energy_w033,gr_wavelet_rotation,0.0050729433851399094,330.6666666666667,26.2,1.4,1.2,False,db4 level-3 DWT detailのdetail二乗平均（window 33）。,,,,,
327,nsel_candidate_std,nested_selector,0.0050377145905526315,322.3333333333333,15.4,5.6,5.2,False,11候補TVTの行別標準偏差。,,,,,
328,grwr_savgol_31_p2_zero_minus_best_cost,gr_wavelet_rotation,0.004750327014680413,327.3333333333333,21.0,3.6,1.6,False,savgol_31_p2 GR面: anchor固定候補cost − 全候補最良cost。,,,,,
329,ll_learned_prob_top3_contains_likpf,learned_likelihood,0.004660370929362835,321.3333333333333,9.4,8.8,5.0,False,exp111 within10確率面のtop-k、rank、margin、entropyまたは確率加重TVT要約。,,,,,
330,grwr_raw_minus_rolling_absmean_w033,gr_wavelet_rotation,0.004560454697305534,329.3333333333333,21.4,2.0,2.0,False,|raw GR − rolling denoised GR|のlocal平均（window 33）。,,,,,
331,grwr_dwt_approx_zero_minus_best_cost,gr_wavelet_rotation,0.0045170440281699035,326.6666666666667,18.0,2.2,4.2,False,dwt_approx GR面: anchor固定候補cost − 全候補最良cost。,,,,,
332,ll_learned_pred_abs_error_hyb,learned_likelihood,0.004414061870858479,328.0,17.4,2.2,4.2,False,exp111 L1 modelが推定したBeam/NCC hybridの絶対誤差。,,,,,
333,grwr_raw_minus_dwt_absmean_w065,gr_wavelet_rotation,0.004388540828664962,325.0,11.8,3.8,6.8,False,|raw GR − dwt denoised GR|のlocal平均（window 65）。,,,,,
334,ll_multiobs_score_pf_ancc,learned_likelihood,0.004038882726106003,328.3333333333333,13.4,2.8,5.0,False,ANCC粒子フィルタのmulti-observation一致score。,,,,,
335,grwr_rolling_median_11_zero_minus_best_cost,gr_wavelet_rotation,0.003921782559830684,333.0,16.6,1.4,3.4,False,rolling_median_11 GR面: anchor固定候補cost − 全候補最良cost。,,,,,
336,tdpf0,base_replay,0.0038714848831732946,338.0,19.2,1.4,1.2,False,raw GR − typewell GR(ANCC PF TVT +0 ft)。,,,,,
337,ll_multiobs_score_beam_mean,learned_likelihood,0.0037771185412855813,332.6666666666667,16.6,2.6,1.6,False,複数Beam path平均のmulti-observation一致score。,,,,,
338,grwr_savgol_31_p2_default_candidate_ncc,gr_wavelet_rotation,0.003609877699440029,344.0,19.2,0.2,1.2,False,savgol_31_p2 GR面: default likPFのlocal GR NCC。,,,,,
339,grwr_dwt_detail_absmean_w033,gr_wavelet_rotation,0.00340360115030288,338.6666666666667,17.0,1.4,0.8,False,db4 level-3 DWT detailのdetail絶対値平均（window 33）。,,,,,
340,ll_multiobs_score_likpf_mean,learned_likelihood,0.003397943723335551,336.3333333333333,14.6,1.4,2.6,False,likelihood-weighted PF平均のmulti-observation一致score。,,,,,
341,grwr_raw_rolling_corr_w033,gr_wavelet_rotation,0.0033136308954219876,346.6666666666667,18.0,0.2,0.8,False,raw GRとrolling denoised GRのlocal相関（window 33）。,,,,,
342,grwr_rolling_median_11_default_candidate_ncc,gr_wavelet_rotation,0.0028824966470447936,342.0,14.2,0.8,1.2,False,rolling_median_11 GR面: default likPFのlocal GR NCC。,,,,,
343,sc25_d,base_replay,0.0028030280165767226,344.3333333333333,14.0,0.8,1.0,False,half-window 25のmulti-scale NCC候補 − anchor。,,,,,
344,grwr_raw_dwt_corr_w033,gr_wavelet_rotation,0.0025352606432085816,349.0,14.0,0.4,0.2,False,raw GRとdwt denoised GRのlocal相関（window 33）。,,,,,
345,grwr_raw_savgol_corr_w033,gr_wavelet_rotation,0.0024353585807145956,357.0,13.4,0.0,0.6,False,raw GRとsavgol denoised GRのlocal相関（window 33）。,,,,,
346,glead5,base_replay,0.0022388586057633963,343.3333333333333,8.6,0.6,2.8,False,raw GRを5行leadした値。,,,,,
347,grwr_raw_zero_minus_best_cost,gr_wavelet_rotation,0.002204876981573312,344.0,9.2,0.8,2.0,False,raw GR面: anchor固定候補cost − 全候補最良cost。,,,,,
348,grwr_savgol_31_p2_best_minus_default_cost,gr_wavelet_rotation,0.0021947546458069705,350.3333333333333,11.0,1.2,0.2,False,savgol_31_p2 GR面: 最良候補cost − default候補cost。,,,,,
349,ll_learned_error_top3_contains_likpf,learned_likelihood,0.002030038251542445,337.3333333333333,3.8,2.8,3.4,False,exp111 predicted-absolute-error面のtop-k、rank、marginまたは誤差逆重みTVT要約。,,,,,
350,grwr_dwt_approx_best_minus_default_cost,gr_wavelet_rotation,0.0019386496556138895,348.6666666666667,9.2,0.2,1.4,False,dwt_approx GR面: 最良候補cost − default候補cost。,,,,,
351,grwr_dwt_approx_default_candidate_ncc,gr_wavelet_rotation,0.0019374553697855616,350.3333333333333,10.0,0.6,0.4,False,dwt_approx GR面: default likPFのlocal GR NCC。,,,,,
352,grs21,base_replay,0.0019331474620737058,356.0,11.0,0.0,0.2,False,raw GRのcentered rolling-21標準偏差。,,,,,
353,glag5,base_replay,0.0018931961764019917,345.3333333333333,8.2,1.4,0.8,False,raw GRを5行lagした値。,,,,,
354,grwr_rolling_median_11_best_minus_default_cost,gr_wavelet_rotation,0.001822655595871933,345.0,7.0,1.4,1.4,False,rolling_median_11 GR面: 最良候補cost − default候補cost。,,,,,
355,sc25_sc,base_replay,0.0013573156680853195,370.0,7.4,0.4,0.0,False,half-window 25 NCC matching score。,,,,,
356,gr,base_replay,0.0011905229366784378,344.3333333333333,2.8,1.6,1.6,False,水平井の補間済みraw GR。,,,,,
357,grwr_raw_minus_dwt_absmean_w033,gr_wavelet_rotation,0.001125952017630009,352.6666666666667,5.0,0.4,0.8,False,|raw GR − dwt denoised GR|のlocal平均（window 33）。,,,,,
358,sc15_d,base_replay,0.0009014400799703551,370.3333333333333,4.2,0.0,0.8,False,half-window 15のmulti-scale NCC候補 − anchor。,,,,,
359,grwr_raw_best_minus_default_cost,gr_wavelet_rotation,0.0008547587878640396,357.0,4.2,0.2,0.4,False,raw GR面: 最良候補cost − default候補cost。,,,,,
360,glag1,base_replay,0.0008178875970097635,349.3333333333333,1.4,1.2,1.4,False,raw GRを1行lagした値。,,,,,
361,glead1,base_replay,0.0007804801164218511,349.0,1.2,1.6,1.0,False,raw GRを1行leadした値。,,,,,
362,ll_multiobs_ncc_pf_ancc,learned_likelihood,0.0007316889601070908,373.0,4.0,0.0,0.2,False,ANCC粒子フィルタのmulti-observation NCC。,,,,,
363,grwr_raw_default_candidate_ncc,gr_wavelet_rotation,0.0005492381723275955,372.6666666666667,3.2,0.0,0.0,False,raw GR面: default likPFのlocal GR NCC。,,,,,
364,ll_multiobs_ncc_beam_mean,learned_likelihood,0.0005492381723275955,383.6666666666667,3.2,0.0,0.0,False,複数Beam path平均のmulti-observation NCC。,,,,,
365,grwr_savgol_31_p2_zero_rank_norm,gr_wavelet_rotation,0.0004335563470999401,369.6666666666667,2.0,0.0,0.4,False,savgol_31_p2 GR面: anchor固定候補のcost順位（正規化）。,,,,,
366,grwr_rolling_median_11_zero_rank_norm,gr_wavelet_rotation,0.0003618214807415528,368.0,1.6,0.4,0.0,False,rolling_median_11 GR面: anchor固定候補のcost順位（正規化）。,,,,,
367,grwr_dwt_approx_candidate_cost_std,gr_wavelet_rotation,0.00024956551191172583,365.6666666666667,1.2,0.2,0.0,False,dwt_approx GR面: 候補costの標準偏差。,,,,,
368,tdsc30,base_replay,0.00024956551191172583,382.0,1.2,0.2,0.0,False,raw GR − typewell GR(NCC ensemble TVT +30 ft)。,,,,,
369,grwr_raw_candidate_cost_std,gr_wavelet_rotation,0.00024029170039332302,374.0,1.4,0.0,0.0,False,raw GR面: 候補costの標準偏差。,,,,,
370,sc8_d,base_replay,0.00021677817354997004,381.0,1.0,0.0,0.2,False,half-window 8のmulti-scale NCC候補 − anchor。,,,,,
371,ll_multiobs_ncc_likpf_mean,learned_likelihood,0.00020596431462284828,387.6666666666667,1.2,0.0,0.0,False,likelihood-weighted PF平均のmulti-observation NCC。,,,,,
372,grwr_raw_zero_rank_norm,gr_wavelet_rotation,0.00019172459929789811,368.3333333333333,0.6,0.2,0.2,False,raw GR面: anchor固定候補のcost順位（正規化）。,,,,,
373,grwr_rolling_median_11_candidate_cost_entropy,gr_wavelet_rotation,0.00017163692885237356,378.0,1.0,0.0,0.0,False,rolling_median_11 GR面: 候補cost分布のentropy。,,,,,
374,ll_multiobs_mae_hyb,learned_likelihood,0.00017163692885237356,386.0,1.0,0.0,0.0,False,Beam/NCC hybridのmulti-observation GR MAE。,,,,,
375,tdsc-8,base_replay,0.00017163692885237356,397.6666666666667,1.0,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT -8 ft)。,,,,,
376,tdsc2,base_replay,0.00017163692885237356,400.0,1.0,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT +2 ft)。,,,,,
377,grwr_dwt_approx_candidate_cost_entropy,gr_wavelet_rotation,0.00014812340200902064,370.0,0.6,0.0,0.2,False,dwt_approx GR面: 候補cost分布のentropy。,,,,,
378,sc15_sc,base_replay,0.00014812340200902064,385.0,0.6,0.0,0.2,False,half-window 15 NCC matching score。,,,,,
379,grs5,base_replay,0.00013730954308189888,371.0,0.8,0.0,0.0,False,raw GRのcentered rolling-5標準偏差。,,,,,
380,grwr_savgol_31_p2_minus_raw_default_candidate_cost,gr_wavelet_rotation,0.00013730954308189888,384.6666666666667,0.8,0.0,0.0,False,savgol_31_p2面とraw面のdefault likPF cost差。,,,,,
381,ll_multiobs_mae_sc_ens,learned_likelihood,0.00013730954308189888,388.6666666666667,0.8,0.0,0.0,False,multi-scale NCC ensembleのmulti-observation GR MAE。,,,,,
382,tdsc-15,base_replay,0.00013730954308189888,396.6666666666667,0.8,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT -15 ft)。,,,,,
383,tdsc-4,base_replay,0.00013730954308189888,399.0,0.8,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT -4 ft)。,,,,,
384,tdsc15,base_replay,0.00013730954308189888,401.3333333333333,0.8,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT +15 ft)。,,,,,
385,grwr_savgol_31_p2_candidate_cost_entropy,gr_wavelet_rotation,0.00011379601623854591,379.6666666666667,0.4,0.0,0.2,False,savgol_31_p2 GR面: 候補cost分布のentropy。,,,,,
386,grwr_dwt_approx_zero_rank_norm,gr_wavelet_rotation,0.00011225596882982697,374.3333333333333,0.4,0.2,0.0,False,dwt_approx GR面: anchor固定候補のcost順位（正規化）。,,,,,
387,grwr_rolling_median_11_minus_raw_default_candidate_cost,gr_wavelet_rotation,0.00010298215731142414,383.6666666666667,0.6,0.0,0.0,False,rolling_median_11面とraw面のdefault likPF cost差。,,,,,
388,grwr_rolling_median_11_minus_raw_default_candidate_ncc,gr_wavelet_rotation,0.00010298215731142414,384.6666666666667,0.6,0.0,0.0,False,rolling_median_11面とraw面のdefault likPF ncc差。,,,,,
389,ll_multiobs_score_hyb,learned_likelihood,0.00010298215731142414,395.0,0.6,0.0,0.0,False,Beam/NCC hybridのmulti-observation一致score。,,,,,
390,sc8_sc,base_replay,0.00010298215731142414,398.3333333333333,0.6,0.0,0.0,False,half-window 8 NCC matching score。,,,,,
391,tdsc-30,base_replay,0.00010298215731142414,401.3333333333333,0.6,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT -30 ft)。,,,,,
392,grwr_savgol_31_p2_minus_raw_default_candidate_ncc,gr_wavelet_rotation,6.865477154094944e-05,390.3333333333333,0.4,0.0,0.0,False,savgol_31_p2面とraw面のdefault likPF ncc差。,,,,,
393,ll_multiobs_ncc_sc_ens,learned_likelihood,6.865477154094944e-05,396.6666666666667,0.4,0.0,0.0,False,multi-scale NCC ensembleのmulti-observation NCC。,,,,,
394,tdsc-2,base_replay,6.865477154094944e-05,402.3333333333333,0.4,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT -2 ft)。,,,,,
395,tdsc0,base_replay,6.865477154094944e-05,405.3333333333333,0.4,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT +0 ft)。,,,,,
396,grwr_raw_candidate_cost_entropy,gr_wavelet_rotation,3.432738577047472e-05,383.3333333333333,0.2,0.0,0.0,False,raw GR面: 候補cost分布のentropy。,,,,,
397,grwr_rolling_median_11_candidate_cost_std,gr_wavelet_rotation,3.432738577047472e-05,387.3333333333333,0.2,0.0,0.0,False,rolling_median_11 GR面: 候補costの標準偏差。,,,,,
398,grwr_savgol_31_p2_candidate_cost_std,gr_wavelet_rotation,3.432738577047472e-05,391.0,0.2,0.0,0.0,False,savgol_31_p2 GR面: 候補costの標準偏差。,,,,,
399,ll_multiobs_score_sc_ens,learned_likelihood,3.432738577047472e-05,400.0,0.2,0.0,0.0,False,multi-scale NCC ensembleのmulti-observation一致score。,,,,,
400,tdsc4,base_replay,3.432738577047472e-05,409.3333333333333,0.2,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT +4 ft)。,,,,,
401,tdsc8,base_replay,3.432738577047472e-05,410.3333333333333,0.2,0.0,0.0,False,raw GR − typewell GR(NCC ensemble TVT +8 ft)。,,,,,
402,gr_d1,base_replay,0.0,378.0,0.0,0.0,0.0,True,raw GRの1階行差分。,,,,,
403,gr_d2,base_replay,0.0,379.0,0.0,0.0,0.0,True,raw GRの2階行差分。,,,,,
404,grwr_dwt_approx_best_is_default_candidate,gr_wavelet_rotation,0.0,381.0,0.0,0.0,0.0,True,dwt_approx GR面: 最良cost候補がdefault likPFかのflag。,,,,,
405,grwr_dwt_approx_minus_raw_default_candidate_cost,gr_wavelet_rotation,0.0,382.6666666666667,0.0,0.0,0.0,True,dwt_approx面とraw面のdefault likPF cost差。,,,,,
406,grwr_dwt_approx_minus_raw_default_candidate_ncc,gr_wavelet_rotation,0.0,383.6666666666667,0.0,0.0,0.0,True,dwt_approx面とraw面のdefault likPF ncc差。,,,,,
407,grwr_dwt_minus_raw_ncc_gap_x_candidate_range,gr_wavelet_rotation,0.0,385.0,0.0,0.0,0.0,True,DWT-vs-raw default NCC差 × 候補TVT range。,,,,,
408,grwr_dwt_minus_raw_ncc_gap_x_dwt_energy_ratio_w065,gr_wavelet_rotation,0.0,386.0,0.0,0.0,0.0,True,DWT-vs-raw default NCC差 × DWT detail energy比(w65)。,,,,,
409,grwr_raw_best_is_default_candidate,gr_wavelet_rotation,0.0,387.0,0.0,0.0,0.0,True,raw GR面: 最良cost候補がdefault likPFかのflag。,,,,,
410,grwr_rolling_median_11_best_is_default_candidate,gr_wavelet_rotation,0.0,390.3333333333333,0.0,0.0,0.0,True,rolling_median_11 GR面: 最良cost候補がdefault likPFかのflag。,,,,,
411,grwr_savgol_31_p2_best_is_default_candidate,gr_wavelet_rotation,0.0,394.3333333333333,0.0,0.0,0.0,True,savgol_31_p2 GR面: 最良cost候補がdefault likPFかのflag。,,,,,
412,grwr_typewell_gr_missing_rate,gr_wavelet_rotation,0.0,398.0,0.0,0.0,0.0,True,typewell GRのwell内欠損率。,,,,,
413,ll_candidate_tvt_likpf_mean_minus_likpf_mean_tvt,learned_likelihood,0.0,399.0,0.0,0.0,0.0,True,元のlikelihood-weighted PF平均 TVT − likpf_mean_tvt。learned予測値ではない。,exact_prune_17,constant_zero,,,drop_in_exact_prune
414,ll_multiobs_ncc_hyb,learned_likelihood,0.0,402.0,0.0,0.0,0.0,True,Beam/NCC hybridのmulti-observation NCC。,,,,,
415,sc_trust,base_replay,0.0,408.0,0.0,0.0,0.0,True,既知prefix長から作るNCC trust。exp238 train面では定数。,exact_prune_17,constant,,,drop_in_exact_prune
