rank,feature,family,mean_split_importance,std_split_importance,importance_share_pct,folds,description
287,copcf_spatial_xy_plus_trajectory_shape_k8_neighbor_wells,cluster_prior_confidence,0.0,0.0,0.0,5,XY距離とtrajectory shapeを使うK=8 spatial priorを作る近傍well数。
288,copcf_spatial_xy_plus_trajectory_shape_k8_neighbor_wells_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,XY距離とtrajectory shapeを使うK=8 spatial priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
289,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
290,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
291,copcf_spatial_xy_plus_trajectory_shape_k8_valid_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,XY距離とtrajectory shapeを使うK=8 spatial priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
292,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
293,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
294,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
295,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
296,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,native-overlap閾値0.999のtypewell cluster priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
297,copcf_typewell_native_overlap_0p999_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
298,copcf_typewell_native_overlap_0p999_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
299,copcf_typewell_native_overlap_0p999_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,native-overlap閾値0.999のtypewell cluster priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
300,copcf_typewell_native_overlap_0p999_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
301,copcf_typewell_native_overlap_0p999_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
302,copcf_typewell_native_overlap_0p999_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,native-overlap閾値0.999のtypewell cluster priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
303,copcf_typewell_native_overlap_0p999_valid_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,native-overlap閾値0.999のtypewell cluster priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
304,copcf_typewell_native_overlap_1_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
305,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
306,copcf_typewell_native_overlap_1_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
307,copcf_typewell_native_overlap_1_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
308,copcf_typewell_native_overlap_1_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
309,copcf_typewell_native_overlap_1_valid_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,native-overlap閾値1.0のtypewell cluster priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
310,copcf_well_gate_ratio_nearest_other_closer,cluster_prior_confidence,0.0,0.0,0.0,5,well内で別cluster近接gateが有効な行の比率。
311,copcf_well_gate_ratio_own_z_gt2p0,cluster_prior_confidence,0.0,0.0,0.0,5,well内で所属cluster距離z>2 gateが有効な行の比率。
312,crfe_longtail_1000_flag,disagreement_enrichment,0.0,0.0,0.0,5,anchorから1000行以上のlong-tailなら1。
313,multiobs_ncc_hyb,multi_observation,0.0,0.0,0.0,5,Beam/NCC hybridのmulti-observation GR照合NCC。
314,multiobs_ncc_likpf_mean,multi_observation,0.0,0.0,0.0,5,likelihood-weighted PF平均のmulti-observation GR照合NCC。
315,multiobs_ncc_pf_ancc,multi_observation,0.0,0.0,0.0,5,ANCC PFのmulti-observation GR照合NCC。
316,multiobs_ncc_sc_ens,multi_observation,0.0,0.0,0.0,5,multi-scale NCC ensembleのmulti-observation GR照合NCC。
317,multiobs_score_gap,multi_observation,0.0,0.0,0.0,5,multi-observation GR一致scoreの1位−2位差。
318,multiobs_score_max,multi_observation,0.0,0.0,0.0,5,候補bankのmulti-observation GR一致score最大値。
319,multiobs_top1_ncc,multi_observation,0.0,0.0,0.0,5,multi-observation score最上位候補のGR照合NCC。
320,self_gr_typewell_agreement,self_gr_confidence,0.0,0.0,0.0,5,Self-GR観測とtypewell観測の整合度。
