combined_rank,feature,family,combined_importance_share_pct,expected_error_rank,expected_error_split_importance,expected_error_share_pct,within10_rank,within10_split_importance,within10_share_pct,description
243,multiobs_ncc_hyb,multi_observation,0.0009232064002583579,256,0.2,0.0006656637333084815,235,0.2,0.0011807490672082342,Beam/NCC hybridのmulti-observation GR照合NCC。
244,copcf_any_configured_gate,cluster_prior_confidence,0.0006656637333084815,233,0.4,0.001331327466616963,241,0.0,0.0,設定済みcluster/outlier gateのいずれかが有効なら1。
245,copcf_spatial_xy_only_k8_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.0006656637333084815,234,0.4,0.001331327466616963,242,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
246,copcf_spatial_xy_only_k8_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.0006656637333084815,235,0.4,0.001331327466616963,243,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
247,copcf_well_gate_ratio_own_z_gt2p0,cluster_prior_confidence,0.0006656637333084815,241,0.4,0.001331327466616963,288,0.0,0.0,well内で所属cluster距離z>2 gateが有効な行の比率。
248,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.0005903745336041171,259,0.0,0.0,229,0.2,0.0011807490672082342,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
249,multiobs_top1_ncc,multi_observation,0.0005903745336041171,290,0.0,0.0,237,0.2,0.0011807490672082342,multi-observation score最上位候補のGR照合NCC。
250,copcf_spatial_xy_only_k8_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.00033283186665424073,244,0.2,0.0006656637333084815,245,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
251,copcf_spatial_xy_only_k8_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.00033283186665424073,245,0.2,0.0006656637333084815,249,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
252,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.00033283186665424073,246,0.2,0.0006656637333084815,252,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
253,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.00033283186665424073,247,0.2,0.0006656637333084815,253,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
254,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.00033283186665424073,248,0.2,0.0006656637333084815,256,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
255,copcf_typewell_native_overlap_0p999_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,0.00033283186665424073,249,0.2,0.0006656637333084815,272,0.0,0.0,native-overlap閾値0.999のtypewell cluster priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
256,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.00033283186665424073,251,0.2,0.0006656637333084815,280,0.0,0.0,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
257,copcf_typewell_native_overlap_1_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.00033283186665424073,252,0.2,0.0006656637333084815,282,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
258,copcf_typewell_native_overlap_1_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.00033283186665424073,253,0.2,0.0006656637333084815,284,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
259,copcf_typewell_native_overlap_1_valid_prior,cluster_prior_confidence,0.00033283186665424073,254,0.2,0.0006656637333084815,285,0.0,0.0,native-overlap閾値1.0のtypewell cluster priorが計算可能なら1。
260,copcf_well_gate_ratio_nearest_other_closer,cluster_prior_confidence,0.00033283186665424073,255,0.2,0.0006656637333084815,287,0.0,0.0,well内で別cluster近接gateが有効な行の比率。
261,multiobs_top1_source_id,multi_observation,0.00033283186665424073,258,0.2,0.0006656637333084815,290,0.0,0.0,multi-observation score最上位候補のsource code。
262,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.0,260,0.0,0.0,244,0.0,0.0,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
263,copcf_spatial_xy_only_k8_neighbor_wells,cluster_prior_confidence,0.0,261,0.0,0.0,247,0.0,0.0,XY距離だけを使うK=8 spatial priorを作る近傍well数。
264,copcf_spatial_xy_only_k8_neighbor_wells_x_candidate,cluster_prior_confidence,0.0,262,0.0,0.0,248,0.0,0.0,XY距離だけを使うK=8 spatial priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
265,copcf_spatial_xy_only_k8_valid_x_candidate,cluster_prior_confidence,0.0,263,0.0,0.0,251,0.0,0.0,XY距離だけを使うK=8 spatial priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
266,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.0,264,0.0,0.0,254,0.0,0.0,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
267,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.0,265,0.0,0.0,255,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
268,copcf_spatial_xy_plus_trajectory_shape_k8_neighbor_wells,cluster_prior_confidence,0.0,266,0.0,0.0,257,0.0,0.0,XY距離とtrajectory shapeを使うK=8 spatial priorを作る近傍well数。
269,copcf_spatial_xy_plus_trajectory_shape_k8_neighbor_wells_x_candidate,cluster_prior_confidence,0.0,267,0.0,0.0,258,0.0,0.0,XY距離とtrajectory shapeを使うK=8 spatial priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
270,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,268,0.0,0.0,259,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
271,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.0,269,0.0,0.0,260,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
272,copcf_spatial_xy_plus_trajectory_shape_k8_valid_x_candidate,cluster_prior_confidence,0.0,270,0.0,0.0,262,0.0,0.0,XY距離とtrajectory shapeを使うK=8 spatial priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
273,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.0,271,0.0,0.0,263,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
274,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.0,272,0.0,0.0,264,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
275,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,0.0,273,0.0,0.0,265,0.0,0.0,native-overlap閾値0.999のtypewell cluster priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
276,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.0,274,0.0,0.0,267,0.0,0.0,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
277,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.0,275,0.0,0.0,268,0.0,0.0,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
278,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,0.0,276,0.0,0.0,269,0.0,0.0,native-overlap閾値0.999のtypewell cluster priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
279,copcf_typewell_native_overlap_0p999_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.0,277,0.0,0.0,270,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
280,copcf_typewell_native_overlap_0p999_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.0,278,0.0,0.0,271,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
281,copcf_typewell_native_overlap_0p999_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,279,0.0,0.0,273,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
282,copcf_typewell_native_overlap_0p999_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.0,280,0.0,0.0,274,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
283,copcf_typewell_native_overlap_0p999_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,0.0,281,0.0,0.0,275,0.0,0.0,native-overlap閾値0.999のtypewell cluster priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
284,copcf_typewell_native_overlap_0p999_valid_x_candidate,cluster_prior_confidence,0.0,282,0.0,0.0,276,0.0,0.0,native-overlap閾値0.999のtypewell cluster priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
285,copcf_typewell_native_overlap_1_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.0,283,0.0,0.0,277,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
286,copcf_typewell_native_overlap_1_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.0,284,0.0,0.0,278,0.0,0.0,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
287,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.0,285,0.0,0.0,279,0.0,0.0,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
288,copcf_typewell_native_overlap_1_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.0,286,0.0,0.0,281,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
289,copcf_typewell_native_overlap_1_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,287,0.0,0.0,283,0.0,0.0,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
290,copcf_typewell_native_overlap_1_valid_x_candidate,cluster_prior_confidence,0.0,288,0.0,0.0,286,0.0,0.0,native-overlap閾値1.0のtypewell cluster priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
291,view_candidate_count,raw_test_view_context,0.0,291,0.0,0.0,291,0.0,0.0,raw-test viewで利用可能な候補数。
292,view_dense_available_count,raw_test_view_context,0.0,292,0.0,0.0,292,0.0,0.0,dense family候補が利用可能な候補数。
293,view_geometry_available_count,raw_test_view_context,0.0,293,0.0,0.0,293,0.0,0.0,geometry family候補が利用可能な候補数。
294,view_hmm_available_count,raw_test_view_context,0.0,294,0.0,0.0,294,0.0,0.0,HMM診断が利用可能な候補数。
295,view_pfbeam_available_count,raw_test_view_context,0.0,295,0.0,0.0,295,0.0,0.0,PF/Beam family候補が利用可能な候補数。
